Code	Text in Estonian	Text in English	Valid from	
NAJ86	"Lülisamba murru sisemine fiksatsioon muul või kombineeritud meetodil; lülisamba lumbosakraalosa"	"Internal fixation of fracture of spine using other or combined methods; lumbo-sacral spine"	1.1.2003	
NAJ89	"Lülisamba murru sisemine fiksatsioon muul või kombineeritud meetodil; määratlemata"	"Internal fixation of fracture of spine using other or combined methods; unspecified"	1.1.2003	
NAJ90	"Lülisamba murru muu kirurgia; lülisamba tservikaalosa"	"Other fracture surgery of spine; cervical spine"	1.1.2003	
NAJ91	"Lülisamba murru muu kirurgia; lülisamba tserviko-torakaalosa"	"Other fracture surgery of spine; cervico-thoracic spine"	1.1.2003	
NAJ92	"Lülisamba murru muu kirurgia; lülisamba torakaalosa"	"Other fracture surgery of spine; thoracic spine"	1.1.2003	
NAJ93	"Lülisamba murru muu kirurgia; lülisamba torakolumbaalosa"	"Other fracture surgery of spine; thoraco-lumbar spine"	1.1.2003	
NAJ94	"Lülisamba murru muu kirurgia; lülisamba lumbaalosa"	"Other fracture surgery of spine; lumbar spine"	1.1.2003	
NAJ95	"Lülisamba murru muu kirurgia; lülisamba tserviko-torako-lumbaalosa"	"Other fracture surgery of spine; cervico-thoraco-lumbar spine"	1.1.2003	
NAJ96	"Lülisamba murru muu kirurgia; lülisamba lumbosakraalosa"	"Other fracture surgery of spine; lumbo-sacral spine"	1.1.2003	
NAJ99	"Lülisamba murru muu kirurgia; määratlemata"	"Other fracture surgery of spine; unspecified"	1.1.2003	
NAK00	"Lülifragmendi ekstsisioon; lülisamba tservikaalosa"	"Excision of fragment of vertebra; cervical spine"	1.1.2003	
NAK01	"Lülifragmendi ekstsisioon; lülisamba tserviko-torakaalosa"	"Excision of fragment of vertebra; cervico-thoracic spine"	1.1.2003	
NAK02	"Lülifragmendi ekstsisioon; lülisamba torakaalosa"	"Excision of fragment of vertebra; thoracic spine"	1.1.2003	
NAK03	"Lülifragmendi ekstsisioon; lülisamba torakolumbaalosa"	"Excision of fragment of vertebra; thoraco-lumbar spine"	1.1.2003	
NAK04	"Lülifragmendi ekstsisioon; lülisamba lumbaalosa"	"Excision of fragment of vertebra; lumbar spine"	1.1.2003	
NAK05	"Lülifragmendi ekstsisioon; lülisamba tserviko-torako-lumbaalosa"	"Excision of fragment of vertebra; cervico-thoraco-lumbar spine"	1.1.2003	
NAK06	"Lülifragmendi ekstsisioon; lülisamba lumbosakraalosa"	"Excision of fragment of vertebra; lumbo-sacral spine"	1.1.2003	
NAK09	"Lülifragmendi ekstsisioon; määratlemata"	"Excision of fragment of vertebra; unspecified"	1.1.2003	
NAK10	"Lüli osaline või täielik ekstsisioon; lülisamba tservikaalosa"	"Partial or total excision of vertebra; cervical spine"	1.1.2003	
NAK11	"Lüli osaline või täielik ekstsisioon; lülisamba tserviko-torakaalosa"	"Partial or total excision of vertebra; cervico-thoracic spine"	1.1.2003	
NAK12	"Lüli osaline või täielik ekstsisioon; lülisamba torakaalosa"	"Partial or total excision of vertebra; thoracic spine"	1.1.2003	
NAK13	"Lüli osaline või täielik ekstsisioon; lülisamba torakolumbaalosa"	"Partial or total excision of vertebra; thoraco-lumbar spine"	1.1.2003	
NAK14	"Lüli osaline või täielik ekstsisioon; lülisamba lumbaalosa"	"Partial or total excision of vertebra; lumbar spine"	1.1.2003	
NAK15	"Lüli osaline või täielik ekstsisioon; lülisamba tserviko-torako-lumbaalosa"	"Partial or total excision of vertebra; cervico-thoraco-lumbar spine"	1.1.2003	
NAK16	"Lüli osaline või täielik ekstsisioon; lülisamba lumbosakraalosa"	"Partial or total excision of vertebra; lumbo-sacral spine"	1.1.2003	
NAK19	"Lüli osaline või täielik ekstsisioon; määratlemata"	"Partial or total excision of vertebra; unspecified"	1.1.2003	
NAK20	"Lüli fenestratsioon või mulgustamine; lülisamba tservikaalosa"	"Fenestration or forage of vertebra; cervical spine"	1.1.2003	
NAK21	"Lüli fenestratsioon või mulgustamine; lülisamba tserviko-torakaalosa"	"Fenestration or forage of vertebra; cervico-thoracic spine"	1.1.2003	
NAK22	"Lüli fenestratsioon või mulgustamine; lülisamba torakaalosa"	"Fenestration or forage of vertebra; thoracic spine"	1.1.2003	
NAK23	"Lüli fenestratsioon või mulgustamine; lülisamba torakolumbaalosa"	"Fenestration or forage of vertebra; thoraco-lumbar spine"	1.1.2003	
NAK24	"Lüli fenestratsioon või mulgustamine; lülisamba lumbaalosa"	"Fenestration or forage of vertebra; lumbar spine"	1.1.2003	
NAK25	"Lüli fenestratsioon või mulgustamine; lülisamba tserviko-torako-lumbaalosa"	"Fenestration or forage of vertebra; cervico-thoraco-lumbar spine"	1.1.2003	
NAK26	"Lüli fenestratsioon või mulgustamine; lülisamba lumbosakraalosa"	"Fenestration or forage of vertebra; lumbo-sacral spine"	1.1.2003	
NAK29	"Lüli fenestratsioon või mulgustamine; määratlemata"	Osteotomy of spine	1.1.2003	
NAK30	"Lülitsüsti dreenimine või ekskohleatsioon; lülisamba tservikaalosa"	"Curettage of cyst of vertebra; cervical spine"	1.1.2003	
NAK31	"Lülitsüsti dreenimine või ekskohleatsioon; lülisamba tserviko-torakaalosa"	"Curettage of cyst of vertebra; cervico-thoracic spine"	1.1.2003	
NAK32	"Lülitsüsti dreenimine või ekskohleatsioon; lülisamba torakaalosa"	"Curettage of cyst of vertebra; thoracic spine"	1.1.2003	
NAK33	"Lülitsüsti dreenimine või ekskohleatsioon; lülisamba torakolumbaalosa"	"Curettage of cyst of vertebra; thoraco-lumbar spine"	1.1.2003	
NAK34	"Lülitsüsti dreenimine või ekskohleatsioon; lülisamba lumbaalosa"	"Curettage of cyst of vertebra; lumbar spine"	1.1.2003	
NAK35	"Lülitsüsti dreenimine või ekskohleatsioon; lülisamba tserviko-torako-lumbaalosa"	"Curettage of cyst of vertebra; cervico-thoraco-lumbar spine"	1.1.2003	
NAK36	"Lülitsüsti dreenimine või ekskohleatsioon; lülisamba lumbosakraalosa"	"Curettage of cyst of vertebra; lumbo-sacral spine"	1.1.2003	
NAK39	"Lülitsüsti dreenimine või ekskohleatsioon; määratlemata"	"Curettage of cyst of vertebra; unspecified"	1.1.2003	
NAK40	"Vertebroplastika; lülisamba tservikaalosa"	"Vertebroplasty; cervical spine"	1.1.2010	
NAK41	"Vertebroplastika; lülisamba tserviko-torakaalosa"	"Vertebroplasty; cervico-thoracic spine"	1.1.2010	
NAK42	"Vertebroplastika; lülisamba torakaalosa"	"Vertebroplasty; thoracic spine"	1.1.2010	
NAK43	"Vertebroplastika; lülisamba torakolumbaalosa"	"Vertebroplasty; thoraco-lumbar spine"	1.1.2010	
NAK44	"Vertebroplastika; lülisamba lumbaalosa"	"Vertebroplasty;lumbar spine"	1.1.2010	
NAK45	"Vertebroplastika; lülisamba tserviko-torako-lumbaalosa"	"Vertebroplasty;  cervico-thoraco-lumbar spine"	1.1.2010	
NAK46	"Vertebroplastika; lülisamba lumbosakraalosa"	"Vertebroplasty; lumbo-sacral spine"	1.1.2010	
NAK49	"Vertebroplastika; määratlemata"	"Vertebroplasty; unspecified"	1.1.2010	
NAK90	"Muu operatsioon lülil; lülisamba tservikaalosa"	"Other operation on vertebra; cervical spine"	1.1.2003	
NAK91	"Muu operatsioon lülil; lülisamba tserviko-torakaalosa"	"Other operation on vertebra; cervico-thoracic spine"	1.1.2003	
NAK92	"Muu operatsioon lülil; lülisamba torakaalosa"	"Other operation on vertebra; thoracic spine"	1.1.2003	
NAK93	"Muu operatsioon lülil; lülisamba torakolumbaalosa"	"Other operation on vertebra; thoraco-lumbar spine"	1.1.2003	
NAK94	"Muu operatsioon lülil; lülisamba lumbaalosa"	"Other operation on vertebra; lumbar spine"	1.1.2003	
NAK95	"Muu operatsioon lülil; lülisamba tserviko-torako-lumbaalosa"	"Other operation on vertebra; cervico-thoraco-lumbar spine"	1.1.2003	
NAK96	"Muu operatsioon lülil; lülisamba lumbosakraalosa"	"Other operation on vertebra; lumbo-sacral spine"	1.1.2003	
NAK99	"Muu operatsioon lülil; määratlemata"	"Other operation on vertebra; unspecified"	1.1.2003	
NAL09	Lülisamba või kaela lihase vabastamine	Freeing of muscle of spine or neck	1.1.2003	
NAL19	Lülisamba või kaela lihase suturatsioon või plastiline korrektsioon	Suture or plastic repair of muscle of spine or neck	1.1.2003	
NAL29	Lülisamba või kaela lihase transpositsioon	Transposition of muscle of spine or neck	1.1.2003	
NAL39	Lülisamba või kaela lihase müotoomia või tenotoomia	Myotomy or tenotomy of spine or neck	1.1.2003	
NAL79	Lülisamba või kaela lihase või kõõluse ektsisioon	Excision of muscle or tendon of spine or neck	1.1.2010	
NAL99	Muu operatsioon lülisamba või kaela lihasel või kõõlusel	Other operation on muscle or tendon of spine or neck	1.1.2003	
NAM09	Lülisamba või kaela fastsiotoomia	Fasciotomy of spine or neck	1.1.2003	
NAM19	Lülisamba või kaela fastsia osaline või täielik ekstsisioon	Partial or total excision of fascia of spine or neck	1.1.2003	
NAM29	Lülisamba või kaela fastsia suturatsioon	Suture of fascia of spine or neck	1.1.2003	
NAM39	Lülisamba või kaela sünoviaalganglioni ekstsisioon	Excision of synovial ganglion of spine or neck	1.1.2003	
NAM79	Lülisamba või kaela limapauna ekstsisioon	Excision of bursa of spine or neck	1.1.2003	
NAM99	Muu operatsioon lülisamba või kaela fastsial, ganglionil või limapaunal	Other operation on fascia, ganglion or bursa of spine or neck	1.1.2003	
NAN00	"Luu autotransplantaat lülisambale; lülisamba tservikaalosa"	"Autograft of bone in spine; cervical spine"	1.1.2003	
NAN01	"Luu autotransplantaat lülisambale; lülisamba tserviko-torakaalosa"	"Autograft of bone in spine; cervico-thoracic spine"	1.1.2003	
NAN02	"Luu autotransplantaat lülisambale; lülisamba torakaalosa"	"Autograft of bone in spine; thoracic spine"	1.1.2003	
NAN03	"Luu autotransplantaat lülisambale; lülisamba torakolumbaalosa"	"Autograft of bone in spine; thoraco-lumbar spine"	1.1.2003	
NAN04	"Luu autotransplantaat lülisambale; lülisamba lumbaalosa"	"Autograft of bone in spine; lumbar spine"	1.1.2003	
NAN05	"Luu autotransplantaat lülisambale; lülisamba tserviko-torako-lumbaalosa"	"Autograft of bone in spine; cervico-thoraco-lumbar spine"	1.1.2003	
NAN06	"Luu autotransplantaat lülisambale; lülisamba lumbosakraalosa"	"Autograft of bone in spine; lumbo-sacral spine"	1.1.2003	
NAN09	"Luu autotransplantaat lülisambale; määratlemata"	"Autograft of bone in spine; unspecified"	1.1.2003	
NAN10	"Luu allotransplantaat lülisambale; lülisamba tservikaalosa"	"Allograft of bone in spine; cervical spine"	1.1.2003	
NAN11	"Luu allotransplantaat lülisambale; lülisamba tserviko-torakaalosa"	"Allograft of bone in spine; cervico-thoracic spine"	1.1.2003	
NAN12	"Luu allotransplantaat lülisambale; lülisamba torakaalosa"	"Allograft of bone in spine; thoracic spine"	1.1.2003	
NAN13	"Luu allotransplantaat lülisambale; lülisamba torakolumbaalosa"	"Allograft of bone in spine; thoraco-lumbar spine"	1.1.2003	
NAN14	"Luu allotransplantaat lülisambale; lülisamba lumbaalosa"	"Allograft of bone in spine; lumbar spine"	1.1.2003	
NAN15	"Luu allotransplantaat lülisambale; lülisamba tserviko-torako-lumbaalosa"	"Allograft of bone in spine; cervico-thoraco-lumbar spine"	1.1.2003	
NAN16	"Luu allotransplantaat lülisambale; lülisamba lumbosakraalosa"	"Allograft of bone in spine; lumbo-sacral spine"	1.1.2003	
NAN19	"Luu allotransplantaat lülisambale; määratlemata"	"Allograft of bone in spine; unspecified"	1.1.2003	
NAN20	"Luu ksenotransplantaat lülisambale; lülisamba tservikaalosa"	"Xenograft of bone in spine; cervical spine"	1.1.2003	
NAN21	"Luu ksenotransplantaat lülisambale; lülisamba tserviko-torakaalosa"	"Xenograft of bone in spine; cervico-thoracic spine"	1.1.2003	
NAN22	"Luu ksenotransplantaat lülisambale; lülisamba torakaalosa"	"Xenograft of bone in spine; thoracic spine"	1.1.2003	
NAN23	"Luu ksenotransplantaat lülisambale; lülisamba torakolumbaalosa"	"Xenograft of bone in spine; thoraco-lumbar spine"	1.1.2003	
NAN24	"Luu ksenotransplantaat lülisambale; lülisamba lumbaalosa"	"Xenograft of bone in spine; lumbar spine"	1.1.2003	
NAN25	"Luu ksenotransplantaat lülisambale; lülisamba tserviko-torako-lumbaalosa"	"Xenograft of bone in spine; cervico-thoraco-lumbar spine"	1.1.2003	
NAN26	"Luu ksenotransplantaat lülisambale; lülisamba lumbosakraalosa"	"Xenograft of bone in spine; lumbo-sacral spine"	1.1.2003	
NAN29	"Luu ksenotransplantaat lülisambale; määratlemata"	"Xenograft of bone in spine; unspecified"	1.1.2003	
NAN40	"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba tservikaalosa"	"Transplantation of cartilage, periosteum or fascia in spine; cervical spine"	1.1.2003	
NAN41	"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba tserviko-torakaalosa"	"Transplantation of cartilage, periosteum or fascia in spine; cervico-thoracic spine"	1.1.2003	
NAN42	"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba torakaalosa"	"Transplantation of cartilage, periosteum or fascia in spine; thoracic spine"	1.1.2003	
NAN43	"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba torakolumbaalosa"	"Transplantation of cartilage, periosteum or fascia in spine; thoraco-lumbar spine"	1.1.2003	
NAN44	"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba lumbaalosa"	"Transplantation of cartilage, periosteum or fascia in spine; lumbar spine"	1.1.2003	
NAN45	"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba tserviko-torako-lumbaalosa"	"Transplantation of cartilage, periosteum or fascia in spine; cervico-thoraco-lumbar spine"	1.1.2003	
NAN46	"Kõhre, periosti või fastsia transplantatsioon lülisambale; lülisamba lumbosakraalosa"	"Transplantation of cartilage, periosteum or fascia in spine; lumbo-sacral spine"	1.1.2003	
NAN49	"Kõhre, periosti või fastsia transplantatsioon lülisambale; määratlemata"	"Transplantation of cartilage, periosteum or fascia in spine; unspecified"	1.1.2003	
NAN90	"Muu transplantatsioon lülisambale; lülisamba tservikaalosa"	"Other transplantation in spine; cervical spine"	1.1.2003	
NAN91	"Muu transplantatsioon lülisambale; lülisamba tserviko-torakaalosa"	"Other transplantation in spine; cervico-thoracic spine"	1.1.2003	
NAN92	"Muu transplantatsioon lülisambale; lülisamba torakaalosa"	"Other transplantation in spine; thoracic spine"	1.1.2003	
NAN93	"Muu transplantatsioon lülisambale; lülisamba torakolumbaalosa"	"Other transplantation in spine; thoraco-lumbar spine"	1.1.2003	
NAN94	"Muu transplantatsioon lülisambale; lülisamba lumbaalosa"	"Other transplantation in spine; lumbar spine"	1.1.2003	
NAN95	"Muu transplantatsioon lülisambale; lülisamba tserviko-torako-lumbaalosa"	"Other transplantation in spine; cervico-thoraco-lumbar spine"	1.1.2003	
NAN96	"Muu transplantatsioon lülisambale; lülisamba lumbosakraalosa"	"Other transplantation in spine; lumbo-sacral spine"	1.1.2003	
NAN99	"Muu transplantatsioon lülisambale; määratlemata"	"Other transplantation in spine; unspecified"	1.1.2003	
NAR00	"Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba tservikaalosa"	"Incomplete excision of soft tissue tumour of spine; cervical spine"	1.1.2003	
NAR01	"Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba tserviko-torakaalosa"	"Incomplete excision of soft tissue tumour of spine; cervico-thoracic spine"	1.1.2003	
NAR02	"Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba torakaalosa"	"Incomplete excision of soft tissue tumour of spine; thoracic spine"	1.1.2003	
NAR03	"Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba torakolumbaalosa"	"Incomplete excision of soft tissue tumour of spine; thoraco-lumbar spine"	1.1.2003	
NAR04	"Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba lumbaalosa"	"Incomplete excision of soft tissue tumour of spine; lumbar spine"	1.1.2003	
NAR05	"Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba tserviko-torako-lumbaalosa"	"Incomplete excision of soft tissue tumour of spine; cervico-thoraco-lumbar spine"	1.1.2003	
NAR06	"Lülisamba pehme koe tuumori mittetäielik ekstsisioon; lülisamba lumbosakraalosa"	"Incomplete excision of soft tissue tumour of spine; lumbo-sacral spine"	1.1.2003	
NAR09	"Lülisamba pehme koe tuumori mittetäielik ekstsisioon; määratlemata"	"Incomplete excision of soft tissue tumour of spine; unspecified"	1.1.2003	
NAR10	"Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba tservikaalosa"	"Complete excision of soft tissue tumour of spine; cervical spine"	1.1.2003	
NAR11	"Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba tserviko-torakaalosa"	"Complete excision of soft tissue tumour of spine; cervico-thoracic spine"	1.1.2003	
NAR12	"Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba torakaalosa"	"Complete excision of soft tissue tumour of spine; thoracic spine"	1.1.2003	
NAR13	"Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba torakolumbaalosa"	"Complete excision of soft tissue tumour of spine; thoraco-lumbar spine"	1.1.2003	
NAR14	"Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba lumbaalosa"	"Complete excision of soft tissue tumour of spine; lumbar spine"	1.1.2003	
NAR15	"Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba tserviko-torako-lumbaalosa"	"Complete excision of soft tissue tumour of spine; cervico-thoraco-lumbar spine"	1.1.2003	
NAR16	"Lülisamba pehme koe tuumori täielik ekstsisioon; lülisamba lumbosakraalosa"	"Complete excision of soft tissue tumour of spine; lumbo-sacral spine"	1.1.2003	
NAR19	"Lülisamba pehme koe tuumori täielik ekstsisioon; määratlemata"	"Block excision of tumour of bone or cartilage of spine; unspecified"	1.1.2003	
NAR20	"Lülisamba pehme koe tuumori laiendatud ekstsisioon; lülisamba tservikaalosa"	"Extended excision of soft tissue tumour of spine; cervical spine"	1.1.2003	
