Copyright, Sundhedsstyrelsen
Sundhedsstyrelsens SKS-koder opdateres månedligt.
Dette udtræk modsvarer opdateringen d 01/04-2004 15:15:02.

"Kode";"Tekst"
"BOXA5";"Bloddonortapning"
"BOXY";"Interv.m.rel. til blod og kredsløbsfunkt.ikke klass.andetst."
"BOXY0";"Regional hyperterm perfusion"
"BP";"Medikamentel beh. af infektionssygdomme, immunisering mm."
"BPH";"Systemisk antibiotikabehandling af infektionssygdomme"
"BPHA";"Behandling med penicillin"
"BPHA0";"Behandling med benzylpenicillin"
"BPHA1";"Behandling med syrestabilt penicillinaselabilt penicillin"
"BPHA2";"Behandling med penicillinaseresistent penicillin"
"BPHA3";"Behandling med penicillin med udvidet spektrum"
"BPHA30";"Behandling med ampicilin"
"BPHB";"Behandling med beta-laktam-antibiotikum"
"BPHB0";"Behandling med cefalosporin"
"BPHB1";"Behandling med monobactam"
"BPHB2";"Behandling med carbapenem"
"BPHF";"Beh.m.sulfonamid alene og i kombination m.a. antiinfektivum"
"BPHF0";"Behandling med sulfonamid"
"BPHF1";"Behandling med sulfonamid kombineret med trimethoprim"
"BPHG";"Behandling med antimykotikum til systemisk brug"
"BPHG0";"Systemisk behandling med antimykotikum"
"BPHG00";"Behandling med amphotericin B"
"BPHG01";"Behandling med fluconazol"
"BPHG02";"Behandling med flucytosin"
"BPHG03";"Behandling med ketoconazol"
"BPHH";"Behandling med tuberkulostatikum"
"BPHH0";"Behandling med ethambutol"
"BPHH1";"Behandling med isoniazid"
"BPHH2";"Behandling med pyrazinamid"
"BPHH3";"Behandling med rifamycin"
"BPHM";"Behandling med antiviralt middel"
"BPHM0";"Behandling med middel mod herpes virus"
"BPHM00";"Behandling med aciclovir"
"BPHM01";"Behandling med famciclovir"
"BPHM02";"Behandling med ganciclovir"
"BPHM03";"Behandling med valaciclovir"
"BPHM04";"Behandling med ribavirin"
"BPHM9";"Behandling med antiviralt middel ikke klass. andetsteds"
"BPHM90";"Behandling med revers transskriptasehæmmer"
"BPHM91";"Behandling med proteasehæmmer"
"BPHY";"Behandling med antibiotika ikke klassificeret andetsteds"
"BPHY0";"Behandling med makrolider"
"BPHY1";"Behandling med tetracycliner"
"BPHY2";"Behandling med chloramfenikol"
"BPHY3";"Behandling med aminoglukosider"
"BPHY4";"Behandling med quinoloner"
"BPHY5";"Behandling med metronidazol"
"BPK";"Pædagogiske interventioner ved infektionssygdomme"
"BPL";"Desensibilisering og hyposensibilisering"
"BPLA";"Desensibilisering"
"BPLB";"Hyposensibilisering"
"BPLB0";"Hyposensibilisering mod insektstik"
"BPLB00";"Hyposensibilisering med biallergen ekstrakt"
"BPLB01";"Hyposensibilisering med hvepseallergen ekstrakt"
"BPLB1";"Hyposensibilisering med husstøvmideallergen ekstrakt"
"BPLB2";"Hyposensibilisering med pollenallergen ekstrakt"
"BPLB3";"Hyposensibilisering med dyrehårallergen ekstrakt"
"BPM";"Behandling med immunglobulin"
"BPMA";"Immunglobulin behandling af bakteriel sygdom"
"BPMA0";"Behandling med immunglobulin mod bakterielle sygdomme"
"BPMA00";"Passiv immunisering efter eksposition for stivkrampe"
"BPMA01";"Passiv immunisering efter eksposition for difteri"
"BPMA02";"Passiv immunisering ved botulisme"
"BPMB";"Immunglobulin behandling af virussygdom"
"BPMB0";"Behandling med immunglobulin mod virussygdomme"
"BPMB00";"Passiv immunisering efter eksposition for hepatitis A"
"BPMB01";"Passiv immunisering efter eksposition for hepatitis B"
"BPMB02";"Passiv immunisering efter eksposition for herpes zoster"
"BPMB03";"Passiv immunisering efter eksposition for rabies"
"BPMB04";"Passiv immunisering efter eksposition for mæslinger"
"BPMB05";"Passiv immunisering efter eksposition for røde hunde"
"BPMC";"Immunglobulin behandling mod dyregifte"
"BPMC0";"Behandling med immunglobulin mod dyregifte"
"BPMC00";"Passiv immunisering efter hugormebid"
"BPMC01";"Passiv immunisering efter slangebid ikke klass.andetsteds"
"BPMD";"Blodtypeimmunisering"
"BPMD0";"Rhesus-profylakse"
"BPMD1";"Immunisering ved ABO-uforligelighed"
"BPN";"Vaccinationer"
"BPNA";"Vaccinationer mod bakterielle sygdomme"
"BPNA0";"Vaccination mod tuberkulose (BCG)"
"BPNA1";"Vaccination mod Hæmophilus influenzae, type B (HIB)"
"BPNA10";"HIB, 1. børnevaccination"
"BPNA11";"HIB, 2. børnevaccination"
"BPNA12";"HIB, 3. børnevaccination"
"BPNA2";"Vaccination mod kighoste"
"BPNA20";"Kighoste, 1. børnevaccination"
"BPNA21";"Kighoste, 2. børnevaccination"
"BPNA22";"Kighoste, 3. børnevaccination"
"BPNA9";"Vaccination mod andre bakterielle sygdomme"
"BPNA90";"Vaccination mod stivkrampe"
"BPNA91";"Vaccination mod difteri"
"BPNA92";"Vaccination mod pneumokokker"
"BPNA93";"Vaccination mod meningokokker, polyvalent vaccine A+C"
"BPNA94";"Vaccination mod tyfus"
"BPNA95";"Vaccination mod kolera"
"BPNB";"Vaccination mod virussygdomme"
"BPNB0";"Vaccination mod børnesygdom"
"BPNB00";"Vaccination mod mæslinger"
"BPNB01";"Vaccination mod fåresyge"
"BPNB02";"Vaccination mod røde hunde"
"BPNB03";"Vaccination mod skoldkopper"
"BPNB1";"Vaccination mod polio"
"BPNB10";"Vaccination mod polio (injektion)"
"BPNB11";"Polio, 1. orale børnevaccination"
"BPNB12";"Polio, 2. orale børnevaccination"
"BPNB13";"Polio, 3. orale børnevaccination"
"BPNB2";"Vaccination mod rabies"
"BPNB21";"Vaccination mod rabies 1. gang"
"BPNB22";"Vaccination mod rabies 2. gang"
"BPNB23";"Vaccination mod rabies 3. gang"
"BPNB24";"Vaccination mod rabies 4. gang"
"BPNB25";"Vaccination mod rabies 5. gang"
"BPNB26";"Vaccination mod rabies 6. gang"
"BPNB3";"Vaccination mod hepatitis A"
"BPNB30";"Vaccination mod hepatitis A, engangsvaccination"
"BPNB31";"Vaccination mod hepatitis A, 1. gang"
"BPNB32";"Vaccination mod hepatitis A, 2. gang"
"BPNB4";"Vaccination mod hepatitis B"
"BPNB40";"Vaccination mod hepatitis B, 1. gang"
"BPNB41";"Vaccination mod hepatitis B, 2. gang"
"BPNB42";"Vaccination mod hepatitis B, 3. gang"
"BPNB43";"Vaccination mod hepatitis B, 4. gang"
"BPNB9";"Vaccinationer mod andre virussygdomme"
"BPNB90";"Vaccination mod influenza"
"BPNB91";"Vaccination mod gul feber"
"BPNB92";"Vaccination mod japansk encephalitis"
"BPNB93";"Vaccination mod Früh Summer meningoencephalitis (FSME)"
"BPNB94";"Vaccination mod respiratorisk syncytialvirus (RSV)"
"BPNC";"Vaccination med kombinerede vacciner"
"BPNC0";"Vaccin. mod difteri, stivkrampe, polio og kighoste (DTP-IPV)"
"BPNC1";"Vaccination mod difteri, stivkrampe og polio (Di-Te-Pol)"
"BPNC11";"Di-Te-Pol, 1. børnevacc."
"BPNC12";"Di-Te-Pol, 2. børnevacc."
"BPNC13";"Di-Te-Pol, 3. børnevacc."
"BPNC2";"Vaccination mod difteri og stivkrampe"
"BPNC3";"Vaccination mod mæslinger, fåresyge, røde hunde (MFR)"
"BPNC31";"MFR-vaccination, når barnet er fyldt 1 år"
"BPNC32";"MFR-vaccination, når barnet er fyldt 2 år"
"BPNC33";"MFR-vaccination, når barnet er fyldt 3 år"
"BPNC34";"MFR-vaccination i alderen 4 til 11 år"
"BPNC35";"MFR-vaccination, når barnet er fyldt 12 år"
"BPNC36";"MFR-vaccination efter det fyldte 13. år"
"BPNX";"Revaccination"
"BPX";"Infektionsbeskyttende isolationsbehandling"
"BPXA";"Isolation"
"BPXA0";"Isolationsregime"
"BPXA00";"Isolationsregime 1: Forholdsregler mod kontaktsmitte"
"BPXA01";"Isolationsregime 2: Forholdsregler mod enteral smitte"
"BPXA02";"Isolationsregime 3:Forholdsregler mod smitte m.børnesygdomme"
"BPXA03";"Isolationsregime 4: Forholdsregler mod luftbåren smitte"
"BPXA04";"Isolationsregime 5: Forholdsregler ved kimfattigt regime"
"BPXA05";"Kimfrit isolationsregime"
"BPXB";"Smitte isolation"
"BPXB1";"Isolationsregime ved smittefarlig patient"
"BR";"Psyko-sociale behov og funktioner"
"BRA";"Træn. m.relation til kognitive og intellektuelle funktioner"
"BRAA";"Aktivitetstræning af kognitive og intellektuelle funktioner"
"BRAA0";"Generel kognitiv og intellekt. træning og stim.v.aktivitet"
"BRAA1";"Specifik kognitiv og intellekt.funktionstræning v.aktivitet"
"BRAA10";"Aktivitetstræning af vågenhed"
"BRAA11";"Aktivitetstræning af initiativ"
"BRAA12";"Aktivitetstræning af hukommelse"
"BRAA13";"Aktivitetstræning af koncentration"
"BRAA14";"Aktivitetstræning af logisk tænkning"
"BRAA15";"Aktivitetstræning af konstruktionsevne"
"BRAA16";"Aktivitetstræning af struktureringsevne"
"BRAA16A";"Aktivitetstræning af tidsmæssig struktureringsevne"
"BRAA17";"Aktivitetstræning af kropsopfattelse"
"BRAA18";"Aktivitetstræning af sprog"
"BRAA19";"Aktivitetstræning af skriftligt udtryk"
"BRAA1A";"Aktivitetstræning af talbehandling"
"BRAA1B";"Aktivitetstræning af rumopfattelse"
"BRAA1C";"Aktivitetstræning af perception og gnose"
"BRAA1D";"Aktivitetstræning af praksi"
"BRAA1E";"Aktivitetstræning af egen-kontrol"
"BRAA2";"Kompens.træn.i rel.t.kognitiv og intellekt.funkt.v.aktivitet"
"BRAA20";"Kompensationstræning i relation til vågenhed ved aktivitet"
"BRAA21";"Kompensationstræning i relation til initiativ ved aktivitet"
"BRAA22";"Kompensationstræning i relation til hukommelse ved aktivitet"
"BRAA23";"Kompensationstræning i rel. til koncentration ved aktivitet"
"BRAA24";"Kompens.træning i rel. til logisk tænkning ved aktivitet"
"BRAA25";"Kompens.træning i rel. til konstruktionsevne ved aktivitet"
"BRAA26";"Kompens.træning i rel.til struktureringsevne ved aktivitet"
"BRAA27";"Kompens.træning i rel. til kropsopfattelse ved aktivitet"
"BRAA28";"Kompensationstræning i relation til sprog ved aktivitet"
"BRAA29";"Kompens.træning i rel. til skriftligt udtryk ved aktivitet"
"BRAA2A";"Kompensationstræning i rel. til talbehandling ved aktivitet"
"BRAA2B";"Kompensationstræning i rel. til rumopfattelse ved aktivitet"
"BRAA2C";"Kompens.træning i rel. til perception/gnose ved aktivitet"
"BRAA2D";"Kompensationstræning i relation til praksi ved aktivitet"
"BRAA2E";"Kompensationstræning i relation til kontrol ved aktivitet"
"BRAA3";"Generel vedligehold.af kognitiv og intellekt. funkt.v aktiv."
"BRAA4";"Specifik vedligehold.af kognitiv og intellekt.funkt.v.aktiv."
"BRAA5";"Regulering a.uhensigtsmæssig intellektuel adfærd v.aktivitet"
"BRAA50";"Aktiv.træning i rel.til at styrke erkend. af intellek.adfærd"
"BRAA51";"Aktivitetstræn. i rel. til at styrke evne til at følge plan"
"BRAA52";"Aktivitetstræn.i rel. til at styrke evne til at holde aftale"
"BRAA53";"Aktiv.træning i rel.til at styrke evne til kontrol af adfærd"
"BRB";"Træning af psykosocial funktion"
"BRBA";"Generel psykosocial stimulering og vedligehold.ved aktivitet"
"BRBA0";"Generel psykosocial stimulering ved aktivitet"
"BRBA1";"Generel psykosocial vedligeholdelse ved aktivitet"
"BRBB";"Spec. psykosocial funktionstræn. og vedligehold.v. aktivitet"
"BRBB0";"Specifik psykosocial funktionstræning ved aktivitet"
"BRBB00";"Psykosocial aktivitetstræning med henblik på gruppefølelse"
"BRBB01";"Psykosocial aktivitetstræning med henblik på almengørelse"
"BRBB02";"Psykosocial aktiv.træning mhp at være i centrum el. periferi"
"BRBB03";"Psykosocial aktivitetstræning m.henblik på social forståelse"
"BRBB04";"Psykosocial aktivitetstræning med henblik på engagement"
"BRBB05";"Psykosocial aktivitetstræning med henblik på motivation"
"BRBB06";"Psykosocial aktivitetstræning med henblik på tryghed"
"BRBB07";"Psykosocial aktivitetstræning med henblik på tillid"
"BRBB08";"Psykosocial aktivitetstræning med henblik på normer"
"BRBB09";"Psykosocial aktivitetstræning med henblik på samarbejde"
"BRBB0A";"Psykosocial aktivitetstræning med henblik på at udtrykke sig"
"BRBB0B";"Psykosocial aktivitetstræning m.henblik på at kontakte andre"
"BRBB0C";"Psykosocial aktivitetstræning mhp opmærksomhed på andre"
"BRBB0D";"Psykosocial aktiv.træning mhp at sætte mål og forfølge mål"
"BRBB0E";"Psykosocial aktiv.træning mhp at lægge planer + følge planer"
"BRBB0F";"Psykosocial aktiv.træning mhp at holde aftaler + sende afbud"
"BRBB0G";"Psykosocial aktivitetstræning m. henblik på at vise følelser"
"BRBB0H";"Psykosocial aktivitetstræning mhp. at sige til og fra"
"BRBB0J";"Psykosocial aktivitetstræning med henblik på at tage ansvar"
"BRBB0K";"Psykosocial aktivitetstræning med henblik på at være i nuet"
"BRBB0L";"Psykosocial aktiv.træning mhp at styrke selvværd"
"BRBB0M";"Psykosocial aktiv.træning mhp at styrke realitetsopfattelse"
"BRBB0N";"Psykosocial aktivitetstræning mhp at prøve nye roller"
"BRBB0P";"Psykosocial aktivitetstræning mhp omidentifikation"
"BRBB5";"Aktivitetstræning med kompensation for psykosocial funktion"
"BRBB50";"Aktivitetstræning med korrektion af vrangforestillinger"
"BRBB6";"Vedligehold.af specifik psykosocial funkt.v. aktivitetstræn."
"BRBP";"Træning af kombinerede psykosociale færdigheder"
"BRBP0";"Træning af kontakt- og samtalefærdigheder"
"BRBP1";"Træning af færdigheder til konfliktløsning"
"BRBP2";"Familieaktivitet"
"BRC";"Træning og vedligeholdelse af psykisk funktion"
"BRCA";"Aktivitetstræning af psykisk funktion"
"BRCA0";"Generel psykisk stimulering og træning ved aktivitet"
"BRCA00";"Aktivitetstræning med henblik på at styrke aktivitet"
"BRCA01";"Aktivitetstræning med henblik på at styrke nysgerrighed"
"BRCA02";"Aktivitetstræning med henblik på at styrke initiativ"
"BRCA03";"Aktivitetstræning med henblik på at prøve nye udtryksformer"
"BRCA04";"Aktivitetstræning med henblik på at udvikle nye motiver"
"BRCA05";"Aktivitetstræning med henblik på at arbejde med udfordringer"
"BRCA1";"Specifik psykisk funktionstræning ved aktivitet"
"BRCA10";"Aktiv.træning mhp indsigt i og erkendelse følelser"
"BRCA11";"Aktiv.træning mhp indsigt i og erkend. af egne handlemønstre"
"BRCA12";"Aktiv.træning mhp erkend.af egne ressourcer og begrænsninger"
"BRCA13";"Aktiv.træning mhp indsigt i og erkendelse af egne grænser"
"BRCA14";"Aktiv.træning mhp indsigt i + erkendelse af årsagssammenhæng"
"BRCA15";"Aktiv.træning mhp indsigt i og erkendelse af egne mål"
"BRCA16";"Aktivtræning mhp at styre og administrere følelser"
"BRCA17";"Aktivitetstræning med henblik på at styrke selvværd"
"BRCA18";"Aktivitetstræning med henblik på at træffe beslutninger"
"BRCA2";"Kompensationstræning ved tabt psykisk funktion"
"BRCA20";"Aktiv.træning mhp at dæmpe og aflede hallucinationer"
"BRCA21";"Aktivitetstræning med henblik på at dæmpe angst"
"BRCA3";"Generel vedligeholdelse af psykisk funktion ved aktivitet"
"BRCA4";"Vedligeholdelse af specifik psykisk funktion ved aktivitet"
"BRD";"Psykomotorisk bevægelsesterapi"
"BRDA";"Træning af psykomotoriske funktioner"
"BRDA0";"Træning af kropsbevidsthed"
"BRDA00";"Træning med focus på kropskonturer og kropsgrænser"
"BRDA01";"Træning med focus på kropsopfattelse og body-image"
"BRDA02";"Træning med focus på kropsoplevelse"
"BRDA03";"Træning med focus på kropserfaring"
"BRDA04";"Træning med focus på selvfølelse"
"BRDA1";"Træning af kropsjeg funktionerne"
"BRDA10";"Træning af relation til underlag og grounding"
"BRDA11";"Træning af relation til midtlinie og lateralitet"
"BRDA12";"Træning af relation til bevægecentrum"
"BRDA13";"Træning af relation til centrum og periferi"
"BRDA14";"Træning af relation til åndedræt"
"BRDA2";"Træning af bevægelsesfærdigheder og handlemuligheder"
"BRDA20";"Træning af omstillingsevne"
"BRDA21";"Træning af fleksibilitet"
"BRDA22";"Træning af kropsbeherskelse og kropskontrol"
"BRDA23";"Træning af spændingsbalance"
"BRDA24";"Træning af bevægestil"
"BRDA25";"Træning af bevægeglæde"
"BRDA26";"Træning af problemløsningsevne"
"BRDA27";"Træning med focus på energiforbrug"
"BRDA28";"Træning med focus på rytmefølelse"
"BRDA3";"Træning af ekspressivitet"
"BRDA30";"Træning af verbal ekspressivitet"
"BRDA31";"Træning af non-verbal ekspressivitet"
"BRDA32";"Træning af ekspressivitet i rel. til energiniveau og arousal"
"BRDA4";"Træning af interaktion og kommunikation"
"BRDA40";"Kropslig træning i 'at etablere mødet'"
"BRDA41";"Kropslig træning af samarbejde/dialog"
"BRDA42";"Kropslig træning af give og modtage."
"BRDA43";"Kropslig træning af føre og følge"
"BRDA44";"Kropslig træning af indad- og udadrettethed"
"BRDA45";"Stimulering af læringspotentialet"
"BRDC";"Manuel terapi med henblik på kropsopfattelse"
"BRDC0";"Massage med henblik på kropsopfattelse"
"BRDC00";"Afgrænsende massage med henblik på kropsopfattelse"
"BRDC01";"Stimulerende massage med henblik på kropsopfattelse"
"BRDC05";"Børstebehandling af børn"
"BRF";"Interventioner i relation til mental aktivitet"
"BRFA";"Intervention vedrørende afspænding"
"BRFA0";"Kompenserende støtte til afspænding"
"BRFA00";"Afspændingsøvelser med fokus på respiration"
"BRFA01";"Indirekte respirationsøvelser"
"BRFA02";"Direkte respirationsøvelser"
"BRFA03";"Respirationsøvelser med henblik på smertedæmpning"
"BRFB";"Intervention med relation til mental aktivitet"
"BRFB0";"Intervention mhp. grænsesætning"
"BRFB00";"Grænsesætning, påmindelse"
"BRFB01";"Grænsesætning, forhandling"
"BRFB02";"Grænsesætning, definering af krav"
"BRFB03";"Grænsesætning, fastholdelse af krav"
"BRFB04";"Grænsesætning, definering af konsekvens"
"BRFB05";"Grænsesætning, fastholdelse af konsekvens"
"BRFB06";"Grænsesætning, anvendelse af skærmning"
"BRFB07";"Grænsesætning, etablering af afstand"
"BRFB08";"Grænsesætning, etablering af nærhed"
"BRFB1";"Intervention vedrørende valg"
"BRFB10";"Støtte til definering af valgmuligheder"
"BRFB12";"Støtte til beslutning om valg"
"BRFB2";"Intervention vedrørende realitetsorientering"
"BRFB20";"Støtte til udvikling af selvopfattelse"
"BRFB21";"Støtte ved hjælp af containing"
"BRFB22";"Støtte ved hjælp af validering"
"BRFB23";"Støtte ved hjælp af konfrontation"
"BRFB24";"Støtte ved hjælp af afledning"
"BRFB25";"Sprogkorrigering"
"BRFB26";"Støtte til ressourceforvaltning"
"BRFB5";"Intervention mhp. mental træning"
"BRFB50";"Intervention mhp. hukommelsestræning"
"BRFB51";"Intervention mhp. taletræning"
"BRFB52";"Musikterapi"
"BRFB53";"Visualisering"
"BRFB6";"Terapeutisk kommunikation"
"BRG";"Interventioner til forbedring af social trivsel"
"BRGA";"Interventioner vedrørende social aktivitet"
"BRGA0";"Iværksættelse af social aktivitet"
"BRGA1";"Deltagelse i social aktivitet"
"BRGA2";"Deltagelse i arrangementer"
"BRGB";"Interventioner vedrørende social kontakt"
"BRGB0";"Kompenserende støtte vedrørende social kontakt"
"BRGB00";"Formidling af social kontakt"
"BRGB01";"Tilbydning af social kontakt"
"BRGB02";"Etablering af social kontakt"
"BRGB03";"Vedligeholdelse af social kontakt"
"BRGB04";"Afvikling af social kontakt"
"BRGB05";"Afslutning af social kontakt"
"BRH";"Medikamentel behandling med relation til mentale funktioner"
"BRHA";"Behandling med psykofarmakum"
"BRHA0";"Behandling med antipsykotikum"
"BRHA1";"Behandling med anxiolytikum"
"BRHA2";"Behandling med hypnotikum"
"BRHA3";"Behandling med sedativum"
"BRHD";"Behandling med antidepressivum"
"BRHD0";"Behandling med lithium"
"BRHE";"Behandling med andre psykoaktive stoffer"
"BRHE0";"Behandling med middel mod alkoholisme"
"BRHE1";"Behandling med psykostimulanticum og nootropicum"
"BRHE2";"Medikamentel behandling ved alkoholisme"
"BRHE20";"Behandling med middel mod alkoholisme"
"BRHE21";"Behandling med middel mod alkoholabstinenssymptomer"
"BRHT";"Medikamentel behandling med henblik på rygeafvænning"
"BRHT2";"Behandling med nikotinsubstitution"
"BRHT20";"Behandling med nikotinplaster"
"BRHT21";"Behandling med nikotintyggegummi"
"BRHT3";"Behandling med middel til støtte for rygeophør"
"BRK";"Pædagogisk intervention vedrørende psykosociale behov"
"BRKA";"Rådgivn. vedr. udvikling og fastholdelse af socialt netværk"
"BRKA0";"Rådgivning vedr.planlægning af dagligdagens aktiviteter"
"BRKA1";"Rådgivning vedrørende planlægning af fritidsaktiviteter"
"BRKC";"Rådgivning om personlige forhold"
"BRKC0";"Rådgivning om seksualitet"
"BRKC1";"Rådgivning om socioøkonomiske forhold"
"BRKC2";"Rådgivning om adfærd og sygdom"
"BRKD";"Voksenundervisning"
"BRKD0";"Kompenserende specialundervisning"
"BRKP";"Psykoedukation"
"BRS";"Samtaleterapi"
"BRSK";"Kriseterapi"
"BRSP";"Systematisk psykoterapi"
"BRSP0";"Psykodynamisk psykoterapi"
"BRSP01";"Kognitiv og adfærdsterapeutisk psykoterapi"
"BRSP02";"Systemisk psykoterapi"
"BRT";"Frihedsberøvelse og anden tvang i psykiatrisk behandling"
"BRTA";"Frihedsberøvelse"
"BRTA0";"Tvangsindlæggelse"
"BRTA00";"Tvangsindlæggelse pga. farlighed (røde papirer)"
"BRTA01";"Tvangsindlæggelse pga. helbred (gule papirer)"
"BRTA02";"Tvangsindlæggelse pga. andre retslige forhold"
"BRTA03";"Tvangsindlæggelse efter 'Lov om social service' § 42"
"BRTA1";"Tvangstilbageholdelse"
"BRTA10";"Tvangstilbageholdelse pga. farlighed"
"BRTA11";"Tvangstilbageholdelse pga. helbred"
"BRTA2";"Tvangstilbageholdelse af frihedsberøvet patient"
"BRTA20";"Tvangstilbageholdelse af frihedsberøvet pt. pga. farlighed"
"BRTA21";"Tvangstilbageholdelse af frihedsberøvet pt. pga. helbred"
"BRTA6";"Tilbageførsel af frihedsberøvet patient"
"BRTB";"Tvangsbehandling"
"BRTB0";"Tvangsmedicinering"
"BRTB00";"Tvangsmedicinering pga. farlighed"
"BRTB01";"Tvangsmedicinering pga. helbred"
"BRTB1";"Tvangsbehandling med elektrokonvulsiv terapi ECT"
"BRTB10";"Tvangsbehandling med ECT unilateralt"
"BRTB10A";"Tvangsbehandling med ECT unilateralt pga. helbred"
"BRTB10B";"Tvangsbehandling med ECT unilateralt pga. farlighed"
"BRTB11";"Tvangsbehandling med ECT bilateralt"
"BRTB11A";"Tvangsbehandling med ECT bilateralt pga. helbred"
"BRTB11B";"Tvangsbehandling med ECT bilateralt pga. farlighed"
"BRTB8";"Anden tvangsbehandling"
"BRTB80";"Tvangsernæring pga. helbred"
"BRTB81";"Tvangsbehandling af somatisk lidelse"
"BRTC";"Tvangsfiksering"
"BRTC0";"Tvangsfiksering med bælte"
"BRTC00";"Tvangsfiksering med bælte pga. farlighed"
"BRTC02";"Tvangsfiksering med bælte pga. forulempelse"
"BRTC03";"Tvangsfiksering med bælte pga. hærværk"
"BRTC04";"Frivillig tvangsfiksering med bælte"
"BRTC1";"Tvangsfiksering med hånd- og fodremme"
"BRTC10";"Tvangsfiksering med hånd- og fodremme pga. farlighed"
"BRTC12";"Tvangsfiksering med hånd- og fodremme pga. forulempelse"
"BRTC13";"Tvangsfiksering med hånd- og fodremme pga. hærværk"
"BRTC2";"Tvangsfiksering med handsker"
"BRTC20";"Tvangsfiksering med handsker pga. farlighed"
"BRTC22";"Tvangsfiksering med handsker pga. forulempelse"
"BRTC23";"Tvangsfiksering med handsker pga. hærværk"
"BRTD";"Anvendelse af fysisk magt"
"BRTD0";"Fysisk magt med fastholdelse pga. urolig tilstand"
"BRTD1";"Fysisk magt med aflåsning af yderdør"
"BRTD2";"Fysisk magt med tvangsforflytning"
"BRTD3";"Fysisk magt ved indgivelse af beroligende medicin"
"BRTE";"Beskyttelsesfiksering"
"BRTE0";"Beskyttelsesfiksering med stofbælte eller lign."
"BRTE1";"Beskyttelsesfiksering med handsker"
"BRTE2";"Beskyttelsesfiksering med låsning af yderdør"
"BRTE3";"Anden beskyttelsesfiksering"
"BRTK";"Efterprøvelse af tvangsforanstaltning"
"BRTK0";"Efterprøvelse af frihedsberøvelse"
"BRTK1";"Efterprøvelse af tvangsfiksering"
"BRTK2";"Efterprøvelse af beskyttelsesfiksering"
"BRTO";"Overlæges stillingstagen"
"BRTO0";"Psykiatrisk overlæges stillingstagen"
"BRTO1";"Somatisk overlæges stillingstagen"
"BRX";"Andre interventioner med relation til mentale funktioner"
"BRXA";"Specificeret intervention m. relation til mentale funktioner"
"BRXA1";"Behandling med elektrochok ECT"
"BRXA10";"Behandling med unilateralt elektrochok ECT"
"BRXA11";"Behandling med bilateralt elektrochok ECT"
"BRXA2";"Fototerapi ved antidepressiv behandling"
"BRXA5";"Transkraniel magnetisk stimulationsbehandling"
"BRXS";"Særlige aktiviteter for børn"
"BRXS0";"Vedligeholdelse af undervisning under behandling"
"BRXS1";"Gruppeaktivitet og leg"
"BRXT";"Behandling mhp rygeafvænning ikke klassificeret andet steds"
"BRXT0";"Rygeafvænning ved brug af akupunktur"
"BRXT1";"Rygeafvænning ved brug af kursus"
"BRXY";"Intervent.m.rel. til mentale funktioner ikke klass.andetst."
"BRXY0";"Smertebehandling ved psykisk og psykomotorisk intervention"
"BRXY00";"Smertebehandling med psykoterapi"
"BRXY01";"Smertebehandling med hypnose"
"BRXY02";"Smertebehandling med psykomotorisk behandling"
"BRXY03";"Smertebehandling med gruppeterapi"
"BRXY04";"Smertebehandling via samtale"
"BS";"Kropslige behov og funktioner"
"BSA";"Personlig hygiejne"
"BSAA";"Badning og toilette"
"BSAA0";"Badning"
"BSAA00";"Sengebad"
"BSAA01";"Brusebad"
"BSAA02";"Karbad"
"BSAA1";"Øvre toilette"
"BSAA10";"Vask af ansigt og hals"
"BSAA11";"Vask af bryst"
"BSAA17";"Cremning af ansigt og hals"
"BSAA18";"Cremning af bryst"
"BSAA2";"Nedre toilette"
"BSAA20";"Vask af genitalia"
"BSAA21";"Sædebad"
"BSAA22";"Skiftning af ble"
"BSAA23";"Skiftning af hygiejnebind"
"BSAA24";"Cremning af sædeparti"
"BSAA3";"Kropstoilette"
"BSAA30";"Vask af ryg"
"BSAA31";"Vask af mave"
"BSAA32";"Vask og rensning af navle"
"BSAA37";"Cremning af ryg"
"BSAA38";"Cremning af mave"
"BSAA4";"Toilette af overekstremiteter"
"BSAA40";"Vask af hænder"
"BSAA41";"Vask af arme og hænder"
"BSAA47";"Cremning af hænder"
"BSAA48";"Cremning af arme og hænder"
"BSAA5";"Toilette af underekstremiteter"
"BSAA50";"Vask af fødder"
"BSAA51";"Vask af ben og fødder"
"BSAA52";"Fodbad"
"BSAA57";"Cremning af fødder"
"BSAA58";"Cremning af ben og fødder"
"BSAC";"Kompenserende støtte ved personlig soignering"
"BSAC0";"Soignering af ansigt"
"BSAC00";"Barbering"
"BSAC01";"Skægtrimning"
"BSAC02";"Udførelse af make-up"
"BSAC1";"Soignering af øjne"
"BSAC2";"Soignering af næse"
"BSAC20";"Speciel næsepleje"
"BSAC3";"Soignering af mund"
"BSAC30";"Mundskylning"
"BSAC31";"Tandbørstning"
"BSAC32";"Speciel mundpleje"
"BSAC33";"Rensning af tandprotese"
"BSAC4";"Soignering af ydre øre"
"BSAC40";"Rensning af ydre øre"
"BSAC5";"Soignering af hår"
"BSAC50";"Frisering"
"BSAC51";"Hårvask"
"BSAC6";"Soignering af negle"
"BSD";"Interventioner vedrørende vandladning og defækation"
"BSDA";"Kompenserende støtte ved vandladning og defækation"
"BSDA0";"Kompens.støtte v.vandladning og defækation under sengeleje"
"BSDA00";"Bækkengivning"
"BSDA01";"Pottegivning"
