V0100  Fotg„ngare skadad i kollision med cykel, fotg„ngare skadad i olycka, ej trafik-idrott
V1158  Cyklist skadad i kollision med annan cykel, passagerare p† cykel skadad i trafikolycka-andra aktiviteter
V1159  Cyklist skadad i kollision med annan cykel, passagerare p† cykel skadad i trafikolycka-ospec aktiviteter
V1190  Cyklist skadad i kollision med annan cykel, cyklist, icke specificerad, skadad i trafikolycka-idrott
V1191  Cyklist skadad i kollision med annan cykel, cyklist, icke specificerad, skadad i trafikolycka-lek,fritid
V1192  Cyklist skadad i kollision med annan cykel, cyklist, icke specificerad, skadad i trafikolycka-f”rv„rvsarbete
V1193  Cyklist skadad i kollision med annan cykel, cyklist, icke specificerad, skadad i trafikolycka-annan syssels„ttning
V1194  Cyklist skadad i kollision med annan cykel, cyklist, icke specificerad, skadad i trafikolycka-vitalaktivitet
V1198  Cyklist skadad i kollision med annan cykel, cyklist, icke specificerad, skadad i trafikolycka-andra aktiviteter
V1199  Cyklist skadad i kollision med annan cykel, cyklist, icke specificerad, skadad i trafikolycka-ospec aktiviteter
V1200  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i olycka, ej trafik-idrott
V1201  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i olycka, ej trafik-lek,fritid
V1202  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i olycka, ej trafik-f”rv„rvsarbete
V1203  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i olycka, ej trafik-annan syssels„ttning
V1204  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i olycka, ej trafik-vitalaktivitet
V1208  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i olycka, ej trafik-andra aktiviteter
V1209  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i olycka, ej trafik-ospec aktiviteter
V1210  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i olycka, ej trafik-idrott
V1211  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i olycka, ej trafik-lek,fritid
V1212  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i olycka, ej trafik-f”rv„rvsarbete
V1213  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i olycka, ej trafik-annan syssels„ttning
V1214  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i olycka, ej trafik-vitalaktivitet
V1218  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i olycka, ej trafik-andra aktiviteter
V1219  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i olycka, ej trafik-ospec aktiviteter
V1220  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i olycka, ej trafik-idrott
V1221  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i olycka, ej trafik-lek,fritid
V1222  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i olycka, ej trafik-f”rv„rvsarbete
V1223  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i olycka, ej trafik-annan syssels„ttning
V1224  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i olycka, ej trafik-vitalaktivitet
V1228  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i olycka, ej trafik-andra aktiviteter
V1229  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i olycka, ej trafik-ospec aktiviteter
V1230  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, person skadad vid av- och p†stigning av cykel-idrott
V1231  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, person skadad vid av- och p†stigning av cykel-lek,fritid
V1232  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, person skadad vid av- och p†stigning av cykel-f”rv„rvsarbete
V1233  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, person skadad vid av- och p†stigning av cykel-annan syssels„ttning
V1234  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, person skadad vid av- och p†stigning av cykel-vitalaktivitet
V1238  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, person skadad vid av- och p†stigning av cykel-andra aktiviteter
V1239  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, person skadad vid av- och p†stigning av cykel-ospec aktiviteter
V1240  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i trafikolycka-idrott
V1241  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i trafikolycka-lek,fritid
V1242  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i trafikolycka-f”rv„rvsarbete
V1243  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i trafikolycka-annan syssels„ttning
V1244  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i trafikolycka-vitalaktivitet
V1248  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i trafikolycka-andra aktiviteter
V1249  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, f”rare av cykel skadad i trafikolycka-ospec aktiviteter
V1250  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i trafikolycka-idrott
V1251  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i trafikolycka-lek,fritid
V1252  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i trafikolycka-f”rv„rvsarbete
V1253  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i trafikolycka-annan syssels„ttning
V1254  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i trafikolycka-vitalaktivitet
V1258  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i trafikolycka-andra aktiviteter
V1259  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, passagerare p† cykel skadad i trafikolycka-ospec aktiviteter
V1290  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i trafikolycka-idrott
V1291  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i trafikolycka-lek,fritid
V1292  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i trafikolycka-f”rv„rvsarbete
V1293  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i trafikolycka-annan syssels„ttning
V1294  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i trafikolycka-vitalaktivitet
V1298  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i trafikolycka-andra aktiviteter
V1299  Cyklist skadad i kollision med tv†- eller trehjuligt motorfordon, cyklist, icke specificerad, skadad i trafikolycka-ospec aktiviteter
V1300  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i olycka, ej trafik-idrott
V1301  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i olycka, ej trafik-lek,fritid
V1302  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i olycka, ej trafik-f”rv„rvsarbete
V1303  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i olycka, ej trafik-annan syssels„ttning
V1304  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i olycka, ej trafik-vitalaktivitet
V1308  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i olycka, ej trafik-andra aktiviteter
V1309  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i olycka, ej trafik-ospec aktiviteter
V1310  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i olycka, ej trafik-idrott
V1311  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i olycka, ej trafik-lek,fritid
V1312  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i olycka, ej trafik-f”rv„rvsarbete
V1313  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i olycka, ej trafik-annan syssels„ttning
V1314  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i olycka, ej trafik-vitalaktivitet
V1318  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i olycka, ej trafik-andra aktiviteter
V1319  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i olycka, ej trafik-ospec aktiviteter
V1320  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i olycka, ej trafik-idrott
V1321  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i olycka, ej trafik-lek,fritid
V1322  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i olycka, ej trafik-f”rv„rvsarbete
V1323  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i olycka, ej trafik-annan syssels„ttning
V1324  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i olycka, ej trafik-vitalaktivitet
V1328  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i olycka, ej trafik-andra aktiviteter
V1329  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i olycka, ej trafik-ospec aktiviteter
V1330  Cyklist skadad i kollision med personbil eller l„tt lastbil, person skadad vid av- och p†stigning av cykel-idrott
V1331  Cyklist skadad i kollision med personbil eller l„tt lastbil, person skadad vid av- och p†stigning av cykel-lek,fritid
V1332  Cyklist skadad i kollision med personbil eller l„tt lastbil, person skadad vid av- och p†stigning av cykel-f”rv„rvsarbete
V1333  Cyklist skadad i kollision med personbil eller l„tt lastbil, person skadad vid av- och p†stigning av cykel-annan syssels„ttning
V1334  Cyklist skadad i kollision med personbil eller l„tt lastbil, person skadad vid av- och p†stigning av cykel-vitalaktivitet
V1338  Cyklist skadad i kollision med personbil eller l„tt lastbil, person skadad vid av- och p†stigning av cykel-andra aktiviteter
V1339  Cyklist skadad i kollision med personbil eller l„tt lastbil, person skadad vid av- och p†stigning av cykel-ospec aktiviteter
V1340  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i trafikolycka-idrott
V1341  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i trafikolycka-lek,fritid
V1342  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i trafikolycka-f”rv„rvsarbete
V1343  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i trafikolycka-annan syssels„ttning
V1344  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i trafikolycka-vitalaktivitet
V1348  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i trafikolycka-andra aktiviteter
V1349  Cyklist skadad i kollision med personbil eller l„tt lastbil, f”rare av cykel skadad i trafikolycka-ospec aktiviteter
V1350  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i trafikolycka-idrott
V1351  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i trafikolycka-lek,fritid
V1352  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i trafikolycka-f”rv„rvsarbete
V1353  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i trafikolycka-annan syssels„ttning
V1354  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i trafikolycka-vitalaktivitet
V1358  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i trafikolycka-andra aktiviteter
V1359  Cyklist skadad i kollision med personbil eller l„tt lastbil, passagerare p† cykel skadad i trafikolycka-ospec aktiviteter
V1390  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i trafikolycka-idrott
V1391  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i trafikolycka-lek,fritid
V1392  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i trafikolycka-f”rv„rvsarbete
V1393  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i trafikolycka-annan syssels„ttning
V1394  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i trafikolycka-vitalaktivitet
V1398  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i trafikolycka-andra aktiviteter
V1399  Cyklist skadad i kollision med personbil eller l„tt lastbil, cyklist, icke specificerad, skadad i trafikolycka-ospec aktiviteter
V1400  Cyklist skadad i kollision med tung lastbil eller buss, f”rare av cykel skadad i olycka, ej trafik-idrott
V1401  Cyklist skadad i kollision med tung lastbil eller buss, f”rare av cykel skadad i olycka, ej trafik-lek,fritid
V1402  Cyklist skadad i kollision med tung lastbil eller buss, f”rare av cykel skadad i olycka, ej trafik-f”rv„rvsarbete
V1403  Cyklist skadad i kollision med tung lastbil eller buss, f”rare av cykel skadad i olycka, ej trafik-annan syssels„ttning
V1404  Cyklist skadad i kollision med tung lastbil eller buss, f”rare av cykel skadad i olycka, ej trafik-vitalaktivitet
V1408  Cyklist skadad i kollision med tung lastbil eller buss, f”rare av cykel skadad i olycka, ej trafik-andra aktiviteter
V1409  Cyklist skadad i kollision med tung lastbil eller buss, f”rare av cykel skadad i olycka, ej trafik-ospec aktiviteter
V1410  Cyklist skadad i kollision med tung lastbil eller buss, passagerare p† cykel skadad i olycka, ej trafik-idrott
V1411  Cyklist skadad i kollision med tung lastbil eller buss, passagerare p† cykel skadad i olycka, ej trafik-lek,fritid
V1412  Cyklist skadad i kollision med tung lastbil eller buss, passagerare p† cykel skadad i olycka, ej trafik-f”rv„rvsarbete
V1413  Cyklist skadad i kollision med tung lastbil eller buss, passagerare p† cykel skadad i olycka, ej trafik-annan syssels„ttning
V1414  Cyklist skadad i kollision med tung lastbil eller buss, passagerare p† cykel skadad i olycka, ej trafik-vitalaktivitet
V1418  Cyklist skadad i kollision med tung lastbil eller buss, passagerare p† cykel skadad i olycka, ej trafik-andra aktiviteter
V1419  Cyklist skadad i kollision med tung lastbil eller buss, passagerare p† cykel skadad i olycka, ej trafik-ospec aktiviteter
V1420  Cyklist skadad i kollision med tung lastbil eller buss, cyklist, icke specificerad, skadad i olycka, ej trafik-idrott
