Code;text;Note
BCFX20;Funkcionalais tests ar deksametazona supresiju, ilgtermina;
BCFX25;Funkcionalais tests ar salsudens slodzi;
BCGC00;Abu nieru venas kateteterizacija;
BDA10;Miega arterijas (karotida) kermenisa operacija;
BEFX30;udens deprivacijas tests ar osmolaritates merijumiem seruma un urina;
BEFX35;udens deprivacijas tests ar paplasinatu urina analizi;Miller Moses
BEFX40;Funkcionalais tests ar GnRH stimulaciju;
BEFX45;Funkcionalais tests ar GHRH stimulaciju;
BEFX50;Funkcionalais tests ar arginina stimulaciju;
BEFX55;Funkcionalais tests ar TRH stimulaciju;
BEFX60;Funkcionalais tests ar CRH stimulaciju;
BEFX65;Funkcionalais tests ar aktivesanas hormonu stimulaciju;
BEFX70;Funkcionalais tests ar augsanas hormona supresiju ar glikozes palidzibu;
BEFX75;Funkcionalais tests ar augsanas hormona supresiju ar okteotida vai bromokriptina palidzibu;
BGFX00;Funkcionalais tests ar glikagona stimulaciju ar C-peptidu;
BGFX05;Asinscukura merisana ar subkutano sensoru;Ieskaitot sensora implantaciju
BGFX10;Ilgtermina badosanas tests ar glikozes limena merisanu u.c.;
BGFX15;Funkcionalais tests ar glikozes slodzi perorali;
BXFX10;Vairogdziedzera funkciju tests ar pentagrana stimulaciju;
BXFX15;Funkcionalais tests ar kalcija infuziju;
BXFX89;Specifisks hormonu profils c.n.;
BWA00;Bruces malu paversanas (dehiscences) korekcija endokrinaja kirurgija;
BWB00;Reoperacija endokrinaja kirurgija virspusejas infekcijas del;
BWC00;Reoperacija endokrinaja kirurgija dzilas infekcijas del;
BWD00;Reoperacija endokrinaja kirurgija virspusejas asinosanas del;
BWE00;Reoperacija endokrinaja kirurgija dzilas asinosanas del;
BWW99;Cita veida reoperacija endokrinaja kirurgija;
CAA00;Orbitas abscesa punkcija;
CAA10;Eksplorativa priekseja orbitotomija;
CAA20;Eksplorativa laterala orbitotomija;
CAA30;Orbitas biopsija; (Adatas biopsija un aspiracijas citologija, skat.: TCA)
CAB00;Priekseja orbitotomija ar bojajuma eksciziju;
CAB10;Laterala orbitotomija ar bojajuma eksciziju;
CAB40;Transkraniala orbitotomija ar bojajuma eksciziju;
CAB50;Orbitotomija ar sveskermena iznemsanu;
CAC00;Orbitas sieninas rekonstrukcija;
CAC10;Orbitas sieninas rekonstrukcija ar kaula transplantatu vai platni;
CAC20;Orbitas laterala dekompresija;
CAC30;Orbitas dekompresija uz deguna blakusdobumiem;
CAC40;Orbitas griestu un redzes nerva kanala transkraniala rekonstrukcija;
CAC42;Orbitas dekompresija, izmantojot koronaro pieeju;
CAC44;Kombineta orbitas dekompresija;
CAC50;Orbitas sieninas rekonstrukcija iedzimtas malformacijas del;
CAD00;Orbitas eksenteracija, izmantojot transplantatu vai leveri ;(Papildu kodi transplantatu vai leveru precizesanai, skat.: ZZ)
CAE00;Orbitas implanta iznemsana;
CAE10;Orbitas revizija un sekundara implanta ievietosana;
CAE20;Konjunktivas maisa un transplantata revizijas operacija;
CAW99;Cita orbitas operacija;
CBA00;Plakstina incizija;
CBA10;Plakstina biopsija;
CBB00;Krusasgrauda (chalazion) ekscizija ;(Sinonims: Meiboma (Meibom) dziedzera granuloma)
CBB10;Plakstina liekas adas ekscizija;
CBB15;Plakstina taukaudu truces rezekcija;
CBB20;Plakstina liekas adas korekcija un taukaudu truces rezekcija;
CBB30;Plakstina bojajuma ekscizija; (Nav jaieklauj: Krusasgrauds)
CBB32;Plakstina bojajuma destrukcija ;(Papildu kods lietota lazera vai citas tehnikas precizesanai, skat.: ZXC)
CBB50;Plakstina bojajuma ekscizija un rekonstrukcija ar transplantatu vai adas leveri ;(Papildu kodi transplantatu vai leveru precizesanai, skat.: ZZ)
CBB99;Cita veida plakstina bojajuma ekscizija ;
CBC00;Plakstina sasusana; (Jaieklauj: Bruces apstrade)
CBC10;Plakstina sveskermena iznemsana;
CBC99;Cita veida plakstina operacija ievainojuma del;
CBD00;Plakstina plastiska rekonstrukcija, izmantojot suves ;
CBD10;Plakstina plastiska rekonstrukcija, izmantojot transplantatu vai leveri ;(Papildu kodi transplantatu vai leveru precizesanai, skat.: ZZ)
CBD11;adas levera atversana pec plakstina rekonstrukcijas;
CBD99;Cita veida plakstina plastiska rekonstrukcija;
CBG00;Skropstu epilacija ar elektrolizi; (Vienkarsa epilacija, skat.: TCB)
CBG10;Trihiazes krioterapija;
CBG20;Plakstina malas plastiska operacija trihiazes del;
CBG99;Cita veida operacija trihiazes del;
CBH00;Kantotomija ;
CBH05;Kantopeksija;
CBH10;Acs kaktina rekonstrukcija ;(Jaieklauj: Transplantata izmantosana)
CBH25;Tarsorafija ;(Jaieklauj: Totala (mediala un laterala) tarsorafija )
CBH40;Tarsorafijas pardalisana;
CBH50;Rekonstruktiva operacija epikanta del;
CBH99;Cita veida acs kaktina operacija;
CBJ00;Plakstina sasusana ptozes del ;
CBJ10;Cilpas izveidosana plakstina ptozes del ;(Jaieklauj: Platas fascijas (fascia lata) vai sintetiska materiala cilpa)
CBJ20;Tarsomiektomija ptozes del;
CBJ30;Plakstina pacelajmuskula (m. levator palpebrae) aponeirozes plastiska rekonstrukcija;
CBJ40;Plakstina pacelajmuskula (m. levator palpebrae) rezekcija;
CBJ45;Augseja plakstina saistaudu platnites muskula (musculus tarsalis superior) saisinasana; (Sinonims:  Millera (Müller) muskulis)
CBJ50;Uzacs ptozes operacija ;(Citas operacijas sejas nerva paralizes del, skat.: AAP)
CBJ99;Cita veida operacija ptozes del;
CBK00;Plakstina retrakcijas korekcija ;(Jaieklauj: tarsala (m. tarsalis) vai plakstina pacelajmuskula (m. levator palpebrae) miotomija vai daleja ekscizija)
CBK10;Operacija lagoftalma del;
CBK99;Cita veida plakstina retrakcijas operacija ;
CBL00;Miektomija vai neirotomija blefarospazmas del;
CBL99;Cita veida operacija blefarospazmas del;
CBN00;Plakstina eversijas suve;
CBN10;Acs gredzenmuskula (m. orbicularis oculi) transpozicija un saisinasana;
CBN20;Plakstina atvilceju (retraktoru) saisinasana;
CBN30;Plakstina malas saites saisinasana;
CBN40;Plakstina saistaudu platnites (tarsus) ekscizija;
CBN50;Plakstina saistaudu platnites (tarsus) un adas ekscizija;
CBN60;Plakstina retas ekscizija un plastiska rekonstrukcija ;(Papildu kodi tehnikas un transplantatu vai leveru precizesanai, skat.: ZZ)
CBN99;Cita veida operacija plakstina malpozicijas del;
CBW99;Cita plakstina operacija;
CCA00;Asaru dziedzera incizija ;(Jaieklauj: Sveskermena iznemsana)
CCA10;Asaru dziedzera biopsija;
CCA20;Asaru punkta vai asaru kanalina incizija;
CCA30;Asaru maisina incizija ;(Jaieklauj: Sveskermena iznemsana)
CCA40;Asaru novadcelu biopsija;
CCB00;Daleja asaru dziedzera ekscizija (parciala darkrioadenektomija);
CCB10;Pilniga asaru dziedzera ekscizija (totala darkrioadenektomija);
CCB99;Cita veida asaru dziedzera operacija;
CCC00;Asaru punkta vai asaru kanalina okluzija;
CCC50;Asaru maisina ekscizija (dakriocistektomija);
CCC99;Cita veida asaru novadcelu operacija;
CCD00;Asaru novadcelu fistulas slegsana;
CCD10;Asaru kanalina sasusana;
CCD20;Asaru kanalina sasusana ar caurulites ievadisanu;
CCD30;Asaru kanalina rekonstrukcija;
CCD40;Perkutana dakriocistorinostomija;
CCD50;Dakriocistorinostomija ar caurulites ievadisanu;
CCD60;Transnazala dakriocistorinostomija;
CCD70;Transkonjunktivala dakriocistorinostomija ar caurulites ievadisanu;Eponims: Dzonsa (Jones) operacija
CCD99;Cita veida rekonstruktiva asaru aparata operacija;
CCFF00;Diagnostiska asaru vadu irrigacija;
CCFX05;Asaru izdalisanas izmeklejumi;Ieskaitot sirmera testu,  «tear break-up time» (BUT), bengalroza krasvielas tests
CCW99;Cita asaru aparata operacija;
CDB00;Intraokulara sveskermena iznemsana;
CDB10;Intraokulara sveskermena iznemsana ar magnetu;
CDB99;Cita veida operacija intraokulara sveskermena del;
CDC00;Acs enukleacija;
CDC10;Acs enukleacija ar protezes implantaciju ;(Kopa ar acsabola maksti (vaginae bulbi) jeb Tenona kapsulu)
CDC20;Acs enukleacija ar transplantata izmantosanu ;"(Kopa ar acsabola maksti (vaginae bulbi) jeb Tenona kapsulu; Papildu kodi transplantatu un leveru precizesanai, skat.: ZZ)"
CDC30;Acs evisceracija ;
CDC40;Acs evisceracija ar protezes implantaciju;
CDC50;Acs evisceracija ar transplantata izmantosanu ;(Papildu kodi transplantatu un leveru precizesanai, skat.: ZZ)
CDW99;Cita acsabola operacija;
CEA00;Acs areja muskula biopsija;
CEB00;Acs areja muskula miektomija;
CEB10;Acs areja muskula daleja miotomija;
CEB20;Acs areja muskula pilniga miotomija;
CEB30;Acs areja muskula tenotomija;
CEC00;Acs areja muskula recesija;
CEC10;Acs areja muskula recesija un rezekcija ;
CEC20;Acs areja muskula recesija un transpozicija;
CEC30;Acs areja muskula rezekcija;
CEC40;Acs areja muskula rezekcija un transpozicija;
CEC50;Acs areja muskula transpozicija;
CEC60;Acs areja muskula transpozicija, izmantojot pielagojamu suvi ;
CEC70;Acs areja muskula transpozicija nistagma del;
CEC80;Daleja acs areja muskula transpozicija;
CEC85;Kombineta ciklodeviacijas korekcija ;(Eponims: Harado-Ito (Harado-Ito) operacija)
CEC90;Pilniga acs areja muskula transpozicija;
CED00;Acs areja muskula krokosana;
CDFM05;Acu spiediena likne, ilgtermina noverojumi;
CDFX10;Acs abola akses garuma merisana;
CEFE00;Acs muskulu elektromiografija (EEG);
CEFX00;skielesanas izmeklesana;Ieskaitot dubultas redzes testu
CGFT00;Radzenes biomikroskopiska sonografija;
CGFX05;Keratometrija;
CGFX06;Paplasinata keratometrija ar C-skanesanu;
CGFX15;Radzenes biezuma merisana (pachimetrija);
CEE00;Acs areja muskula mugurejas fiksacijas suves uzliksana ;(Sinonims: suves operacija (vaciski: Fadenoperation, angliski: faden operation))
CEE10;Acs areja muskula fiksacija ar enkursuves uzliksanu;
CEF00;Acs areja muskula atbrivosana no saaugumiem;
CEF10;Acs areja muskula vai acsabola maksts (Tenona kapsulas (capsula Tenoni)) traumatiska bojajuma sasusana ;
CEW99;Cita acs arejo muskulu operacija;
CFA00;Konjunktivas incizija;
CFA10;Konjunktivas peritomija;
CFA20;Konjunktivas biopsija;
CFB00;Konjunktivas sasusana;
CFB10;Sveskermena iznemsana no konjunktivas;
CFC00;Konjunktivas bojajuma ekscizija ;(Nav jaieklauj: Trahomas folikulu ekscizija)
CFC15;Konjunktivas bojajuma destrukcija (Papildu kods lazera vai citu tehniku lietosanai, skat.: ZXC);
CFC16;Radzenes bojajuma destrukcija; (Papildu kods lazera vai citu tehniku lietosanai, skat.: ZXC)
CFC26;Cipslenes (skleras) bojajuma destrukcija ;(Papildu kods lazera vai citu tehniku lietosanai, skat.: ZXC)
CFC30;Trahomas folikulu ekscizija;
CFD00;Konjunktivas rekonstrukcija bez transplantata izmantosanas;
CFD10;Konjunktivas rekonstrukcija ar transplantata izmantosanu ;(Jaieklauj: Konjunktivas atbrivosana no retas)
CFW99;Cita konjunktivas operacija;
CGAc00;Radzenes biopsija;
CGA10;Cipslenes biopsija;
CGB00;Keratotomija;
CGB10;Sklerotomija;
CGC10;Sveskermena iznemsana no radzenes;
CGC20;Sveskermena iznemsana no radzenes ar magnetu ;
CGC30;Sveskermena iznemsana no cipslenes;
CGC40;Sveskermena iznemsana no cipslenes ar magnetu;
CGD00;Keratotomija refrakcijas anomalijas del;
CGD10;Lazerkeratoplastika refrakcijas anomalijas del;
CGD15;Termokeratopastika ;"(Papildu kods lazera termokeratoplastikai (LTK), skat.: ZXC 10; Papildu kods konduktivajai keratoplastikai (conductive keratoplasty, CK) (radiovilnu lietosana), skat.: ZXC 35)"
CGD20;Keratomileize;
CGD40;Radzenes apla segmentu ipmlantacija ;(Miopijas vai refrakcijas anomaliju korekcijai merena keratokonusa gadijuma)
CGD99;Cita veida refrakcijas anomaliju operacija;
CGE10;Keratektomija ;
CGE30;Sklerektomija;
CGE45;Radzenes rekonstrukcija, izmantojot limbalas cilmes sunas; (Papildu kodi limbalo cilmes sunu avota precizesanai, skat.: ZCG 50 – ZCG 53)
CGE50;Pterigija (sparnveida pleves, pterygium) ekscizija;
CGE55;Pterigija (sparnveida pleves, pterygium) ekscizija ar konjunktivas plastiku;
CGE99;Cita veida operacija radzenes un cipslenes bojajuma del;
CGF00;Plestas radzenes bruces slegsana ar audu limi;
CGF10;Plestas radzenes bruces sasusana ;
CGF20;Plestas radzenes bruces sasusana ar konjunktivas rekonstrukciju;
CGF25;Plestas radzenes bruces sasusana un izkrituso uvealo (acs asinsvadu apvalka) audu rezekcija;
CGF30;Radzenes rekonstrukcija, izmantojot konjunktivas transplantatu;
CGF35;Radzenes rekonstrukcija, izmantojot transplantatu ;(Papildu kods amnija membranas transplantatam skat.: ZZL 00, konkunktivas transplantatam, skat.: ZZU 10)
CGF40;Plestas cipslenes bruces slegsana ar audu limi;
CGF45;Plestas cipslenes bruces sasusana ;
CGF50;Plestas cipslenes bruces sasusana ar konjunktivas rekonstrukciju;
CGF55;Plestas cipslenes bruces sasusana un izkrituso uvealo (acs asinsvadu apvalka) audu rezekcija;
CGF99;Cita veida operacija radzenes un cipslenes perforejosa bojajuma gadijuma;
CGG00;Radzenes tetovesana;
CGG10;Keratokonusa korekcija, izmantojot termokaustiku;
CGG20;Epikeratofakija vai keratofakija;
CGG30;Radzenes priekseja kartaina (slanaina) transplantacija ;
CGG31;Redzenes mugureja kartaina (slanaina) transplantacija;
CGG35;Radzenes endotelija transplantacija;
CGG40;Pilniga radzenes transplantacija, izmantojot autotransplantatu;
CGG45;Pilniga radzenes transplantacija, izmantojot homotransplantatu;
CGG50;Keratoprotezesana;
CGG60;Skleroplastika, izmantojot transplantatu;
CGG99;Cita veida rekonstruktiva radzenes un cipslenes operacija ;
CGGX00;Radzenes skalosanas ar skalosanas leci;
CGW99;Cita radzenes un cipslenes operacija;
CHA10;Varaviksnenes biopsija;
CHA20;Ciliarkermena biopsija;
CHB00;Lazersinehiolize ;
CHB10;Acs Prieksejas kameras paracenteze ar irigaciju;
CHB15;Acs prieksejas kameras paracenteze ar udenaina skidruma aizvietosanu ;(Tilpuma atjaunosana, viskoza skidruma injicesana)
CHB20;Goniopunkcija ;(Papildu kods lazera izmantosanai, skat.: ZXC 10)
CHB30;Goniotomija;
CHB40;Goniosinehiolize;
CHB50;Trabekulotomija;
CHB60;Priekseja sinehiolize;
CHB65;Mugureja sinehiolize;
CHB99;Cita veida prieksejas kameras un prieksejas kameras lenka operacija;
CHC00;Iridotomija;
CHC05;Lazeriridotomija; (Sinonims:  Lazeriridoplastika)
CHC10;Periferiska iridotomija;
CHC20;Sektorala iridotomija; (No zilites lidz varaviksnenes saknei)
CHC30;Centrala iridotomija (Sfinkterektomija);
CHD00;Lazertrabekuloplastika;
CHD06;Selektiva lazertrabekuloplastika;
CHD10;Trabekulektomija ;
CHD15;Trabekulektomija un iridektomija;
CHD20;Skleras trepanacija;
CHD25;Skleras trepanacija un iridektomija;
CHD28;Mugureja sklerotomija;
CHD30;Lazertrabekulektomija ;
CHD40;Iridenkleize;
CHD50;Prieksejas kameras suntesanas operacija ;
CHD60;Dzila sklerektomija  bez implantata izmantosanas;
CHD65;Dzila sklerektomija ar implantata izmantosanu; (Jaieklauj: Kolagena vai natrija hialuronata implantats)
CHD99;Cita veida filtracijas operacija;
CHDP00;Varaviksnenes fotografisks attels ar intravenozo kontrasta vielu;
CHFX05;Provokacijas tests saura lenka glaukomai;
CHE00;Pupilotomija ;
CHE05;Lazerpupilotomija;
CHE10;Varaviksnenes bojajuma ekscizija;
CHE20;Varaviksnenes bojajuma lazerterapija;
CHE30;Varaviksnenes sasusana;
CHE35;Varaviksnenes rekonstrukcija, izmantojot protezejosu implantatu;
CHE99;Cita veida operacija varaviksnenes bojajuma del;
CHF00;Ciliarkermena bojajuma ekscizija ;
CHF05;Transsklerala ciliarkermena lazerkoagulacija;
CHF10;Transpupilara ciliarkermena lazerkoagulacija;
CHF12;Endoskopiska ciliarkermena lazerkoagulacija;
CHF15;Ciliarkermena krioterapija;
CHF20;Ciliarkermena elektrokoagulacija;
CHF30;Ciklodialize;
CHF99;Cita veida ciliarkermena operacija ;
CHW99;Cita prieksejas kameras, priekseja lenka, varaviksnenes un ciliarkermena operacija;
CJA00;Intraokularas kontaktlecas implantacija acs priekseja kamera;
CJA10;Intraokularas kontaktlecas implantacija acs mugureja kamera ;(Sinonimi: Implantejamas kontaktlecas (implantable contact lens, ICL), mugurejas kameras refrakcijas lecas (posterior chamber refractive lens, PRL))
CJB00;Sekundaras kataraktas discizija;
CJB10;Sekundaras kataraktas lazerdiscizija;
CJB20;Sekundaras kataraktas irigacija un tirisana;
CJB30;Sekundaras kataraktas ekscizija;
CJB40;Priekseja lazerkapsulotomija ;(Pec kataraktas operacijas radusas kapsulas kontrakcijas del)
CJB99;Cita veida lecas operacija sekundaras kataraktas del;
CJC00;Intrakapsulara kataraktas ekstrakcija;
CJC05;Intrakapsulara kataraktas ekstrakcija ar iridektomiju vai iridotomiju;
CJC10;Intrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs priekseja kamera;
CJC15;Intrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs priekseja kamera un iridektomija vai iridotomija;
CJC20;Intrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs mugureja kamera;
CJC25;Intrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs mugureja kamera un iridektomija vai iridotomija;
CJC99;Cita veida intrakapsularas kataraktas operacija;
CJD00;Ekstrakapsulara kataraktas ekstrakcija;
CJD05;Ekstrakapsulara kataraktas ekstrakcija ar iridektomiju vai iridotomiju;
CJD10;Ekstrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs priekseja kamera;
CJD15;Ekstrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs priekseja kamera un iridektomija vai iridotomija;
CJD20;Ekstrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs mugureja kamera;
CJD25;Ekstrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs mugureja kamera un iridektomija vai iridotomija;
CJD30;Lensektomija caur ciliarkermena plakano dalu jeb starenes apliti (pars plana);
CJD99;Cita veida ekstrakapsularas kataraktas operacija;
CJE00;Fakoemulsifikacija;
CJE05;Fakoemulsifikacija ar iridektomiju vai iridotomiju;
CJE10;Fakoemulsifikacija ar maksligas lecas implantaciju acs priekseja kamera;
CJE15;Fakoemulsifikacija ar maksligas lecas implantaciju acs priekseja kamera un iridektomija vai iridotomija;
CJE20;Fakoemulsifikacija ar maksligas lecas implantaciju acs mugureja kamera;
CJE25;Fakoemulsifikacija ar maksligas lecas implantaciju acs mugureja kamera un iridektomija vai iridotomija;
CJE99;Cita veida ekstrakapsularas kataraktas operacija, izmantojot fakoemulsifikacijas metodi;
CJF00;Sekundara maksligas lecas implantacija acs priekseja kamera;
CJF10;Sekundara maksligas lecas implantacija acs mugureja kamera;
CJF20;Maksligas lecas iznemsana;
CJF30;Maksligas lecas repozicija dislokacijas del;
CJF40;Maksligas lecas iznemsana un implantacija acs priekseja kamera;
CJF45;Maksligas lecas iznemsana un tas implantacija acs priekseja kamera ar iridektomiju vai iridotomiju;
CJF50;Maksligas lecas iznemsana un tas implantacija acs mugureja kamera;
CJF55;Maksligas lecas iznemsana un implantacija acs mugureja kamera ar iridektomiju vai iridotomiju;
CJF99;Cita veida maksligas lecas izmantosanas operacija ;
CJG00;Dislocetas lecas ekstrakcija;
CJG05;Dislocetas lecas ekstrakcija ar iridektomiju vai iridotomiju;
CJG10;Dislocetas lecas ekstrakcija ar maksligas lecas implantaciju acs priekseja kamera;
CJG15;Dislocetas lecas ekstrakcija ar maksligas lecas implantaciju acs priekseja kamera un iridektomija vai iridotomija;
CJG20;Dislocetas lecas ekstrakcija ar maksligas lecas implantaciju mugureja kamera;
CJG25;Dislocetas lecas ekstrakcija ar maksligas lecas implantaciju acs mugureja kamera un iridektomija vai iridotomija;
CJG99;Cita veida operacija lecas dislokacijas del;
CJW99;Cita lecas operacija;
CKA00;Dzislenes biopsija;
CKA10;Stiklveida kermena biopsija;
CKA20;Tiklenes biopsija;
CKB00;Suprahorioidala skidruma punkcija un evakuacija;
