Code	text	Original code	1.	2.	3.	4.	5.	6.		
CAB50	Orbitotomija ar sveskermena iznemsanu	CAB 50	C	A	B	 	5	0	CAB	50
CAC	Orbitas sieninu operacijas	CAC	C	A	C					
CAC00	Orbitas sieninas rekonstrukcija	CAC 00	C	A	C	 	0	0	CAC	00
CAC10	Orbitas sieninas rekonstrukcija ar kaula transplantatu vai platni	CAC 10	C	A	C	 	1	0	CAC	10
CAC20	Orbitas laterala dekompresija	CAC 20	C	A	C	 	2	0	CAC	20
CAC30	Orbitas dekompresija uz deguna blakusdobumiem	CAC 30	C	A	C	 	3	0	CAC	30
CAC40	Orbitas griestu un redzes nerva kanala transkraniala rekonstrukcija	CAC 40	C	A	C	 	4	0	CAC	40
CAC42	Orbitas dekompresija, izmantojot koronaro pieeju	CAC 42	C	A	C	 	4	2	CAC	42
CAC44	Kombineta orbitas dekompresija	CAC 44	C	A	C	 	4	4	CAC	44
CAC50	Orbitas sieninas rekonstrukcija iedzimtas malformacijas del	CAC 50	C	A	C	 	5	0	CAC	50
CAD	Orbitas eksenteracija	CAD	C	A	D					
CAD00	Orbitas eksenteracija, izmantojot transplantatu vai leveri 	CAD 00 	C	A	D	 	0	0	CAD	00
CAE	Anoftalmijas operacijas pec acsabola enuklacijas vai evisceracijas	CAE	C	A	E					
CAE00	Orbitas implanta iznemsana	CAE 00	C	A	E	 	0	0	CAE	00
CAE10	Orbitas revizija un sekundara implanta ievietosana	CAE 10	C	A	E	 	1	0	CAE	10
CAE20	Konjunktivas maisa un transplantata revizijas operacija	CAE 20	C	A	E	 	2	0	CAE	20
CAW	Citas orbitas operacijas	CAW	C	A	W					
CAW99	Cita orbitas operacija	CAW 99	C	A	W	 	9	9	CAW	99
CB	Plakstini un uzacis	CB	C	B						
CBA	Plakstina incizija un biopsija	CBA	C	B	A					
CBA00	Plakstina incizija	CBA 00	C	B	A	 	0	0	CBA	00
CBA10	Plakstina biopsija	CBA 10	C	B	A	 	1	0	CBA	10
CBB	Plakstina bojajuma ekscizija vai destrukcija	CBB	C	B	B					
CBB00	Krusasgrauda (chalazion) ekscizija 	CBB 00	C	B	B	 	0	0	CBB	00
CBB10	Plakstina liekas adas ekscizija	CBB 10	C	B	B	 	1	0	CBB	10
CBB15	Plakstina taukaudu truces rezekcija	CBB 15	C	B	B	 	1	5	CBB	15
CBB20	Plakstina liekas adas korekcija un taukaudu truces rezekcija	CBB 20	C	B	B	 	2	0	CBB	20
CBB30	Plakstina bojajuma ekscizija 	CBB 30	C	B	B	 	3	0	CBB	30
CBB32	Plakstina bojajuma destrukcija	CBB 32	C	B	B	 	3	2	CBB	32
CBB50	Plakstina bojajuma ekscizija un rekonstrukcija ar transplantatu vai adas leveri	CBB 50	C	B	B	 	5	0	CBB	50
CBB99	Cita veida plakstina bojajuma ekscizija 	CBB 99	C	B	B	 	9	9	CBB	99
CBC	Plakstina operacijas ievainojuma del	CBC	C	B	C					
CBC00	Plakstina sasusana 	CBC 00	C	B	C	 	0	0	CBC	00
CBC10	Plakstina sveskermena iznemsana	CBC 10	C	B	C	 	1	0	CBC	10
CBC99	Cita veida plakstina operacija ievainojuma del	CBC 99	C	B	C	 	9	9	CBC	99
CBD	Plakstina plastiska rekonstrukcija	CBD	C	B	D					
CBD00	Plakstina plastiska rekonstrukcija, izmantojot suves 	CBD 00	C	B	D	 	0	0	CBD	00
CBD10	Plakstina plastiska rekonstrukcija, izmantojot transplantatu vai leveri	CBD 10	C	B	D	 	1	0	CBD	10
CBD11	adas levera atversana pec plakstina rekonstrukcijas	CBD 11	C	B	D	 	1	1	CBD	11
CBD99	Cita veida plakstina plastiska rekonstrukcija	CBD 99	C	B	D	 	9	9	CBD	99
CBG	Operacijas trihiazes del	CBG	C	B	G					
CBG00	Skropstu epilacija ar elektrolizi 	CBG 00	C	B	G	 	0	0	CBG	00
CBG10	Trihiazes krioterapija	CBG 10	C	B	G	 	1	0	CBG	10
CBG20	Plakstina malas plastiska operacija trihiazes del	CBG 20	C	B	G	 	2	0	CBG	20
CBG99	Cita veida operacija trihiazes del	CBG 99	C	B	G	 	9	9	CBG	99
CBH	Acs kaktina (canthus) operacijas	CBH	C	B	H					
CBH00	Kantotomija 	CBH 00	C	B	H	 	0	0	CBH	00
CBH05	Kantopeksija	CBH 05	C	B	H	 	0	5	CBH	05
CBH10	Acs kaktina rekonstrukcija 	CBH 10	C	B	H	 	1	0	CBH	10
CBH25	Tarsorafija 	CBH 25	C	B	H	 	2	5	CBH	25
CBH40	Tarsorafijas pardalisana	CBH 40	C	B	H	 	4	0	CBH	40
CBH50	Rekonstruktiva operacija epikanta del	CBH 50	C	B	H	 	5	0	CBH	50
CBH99	Cita veida acs kaktina operacija	CBH 99	C	B	H	 	9	9	CBH	99
CBJ	Plakstina un uzacs ptozes (noslidesanas) operacijas	CBJ	C	B	J					
CBJ00	Plakstina sasusana ptozes del 	CBJ 00	C	B	J	 	0	0	CBJ	00
CBJ10	Cilpas izveidosana plakstina ptozes del	CBJ 10	C	B	J	 	1	0	CBJ	10
CBJ20	Tarsomiektomija ptozes del	CBJ 20	C	B	J	 	2	0	CBJ	20
CBJ30	Plakstina pacelajmuskula (m. levator palpebrae) aponeirozes plastiska rekonstrukcija	CBJ 30	C	B	J	 	3	0	CBJ	30
CBJ40	Plakstina pacelajmuskula (m. levator palpebrae) rezekcija	CBJ 40	C	B	J	 	4	0	CBJ	40
CBJ45	Augseja plakstina saistaudu platnites muskula (musculus tarsalis superior) saisinasana	CBJ 45	C	B	J	 	4	5	CBJ	45
CBJ50	Uzacs ptozes operacija 	CBJ 50	C	B	J	 	5	0	CBJ	50
CBJ99	Cita veida operacija ptozes del	CBJ 99	C	B	J	 	9	9	CBJ	99
CBK	Lagoftalma un plakstina retrakcijas operacijas	CBK	C	B	K					
CBK00	Plakstina retrakcijas korekcija	CBK 00	C	B	K	 	0	0	CBK	00
CBK10	Operacija lagoftalma del	CBK 10	C	B	K	 	1	0	CBK	10
CBK99	Cita veida plakstina retrakcijas operacija 	CBK 99	C	B	K	 	9	9	CBK	99
CBL	Operacijas blefarospazmas del	CBL	C	B	L					
CBL00	Miektomija vai neirotomija blefarospazmas del	CBL 00	C	B	L	 	0	0	CBL	00
CBL99	Cita veida operacija blefarospazmas del	CBL 99	C	B	L	 	9	9	CBL	99
CBN	Operacijas entropiona un ektropiona del	CBN	C	B	N					
CBN00	Plakstina eversijas suve	CBN 00	C	B	N	 	0	0	CBN	00
CBN10	Acs gredzenmuskula (m. orbicularis oculi) transpozicija un saisinasana	CBN 10	C	B	N	 	1	0	CBN	10
CBN20	Plakstina atvilceju (retraktoru) saisinasana	CBN 20	C	B	N	 	2	0	CBN	20
CBN30	Plakstina malas saites saisinasana	CBN 30	C	B	N	 	3	0	CBN	30
CBN40	Plakstina saistaudu platnites (tarsus) ekscizija	CBN 40	C	B	N	 	4	0	CBN	40
CBN50	Plakstina saistaudu platnites (tarsus) un adas ekscizija	CBN 50	C	B	N	 	5	0	CBN	50
CBN60	Plakstina retas ekscizija un plastiska rekonstrukcija	CBN 60	C	B	N	 	6	0	CBN	60
CBN99	Cita veida operacija plakstina malpozicijas del	CBN 99	C	B	N	 	9	9	CBN	99
CBW	Citas plakstina operacijas 	CBW	C	B	W					
CBW99	Cita plakstina operacija	CBW 99	C	B	W	 	9	9	CBW	99
CC	Asaru aparats	CC	C	C						
CCA	Asaru dziedzera un novadcelu incizija un biopsija	CCA	C	C	A					
CCA00	Asaru dziedzera incizija	CCA 00	C	C	A	 	0	0	CCA	00
CCA10	Asaru dziedzera biopsija	CCA 10	C	C	A	 	1	0	CCA	10
CCA20	Asaru punkta vai asaru kanalina incizija	CCA 20	C	C	A	 	2	0	CCA	20
CCA30	Asaru maisina incizija	CCA 30	C	C	A	 	3	0	CCA	30
CCA40	Asaru novadcelu biopsija	CCA 40	C	C	A	 	4	0	CCA	40
CCB	Citas asaru dziedzera operacijas	CCB	C	C	B					
CCB00	Daleja asaru dziedzera ekscizija (parciala darkrioadenektomija)	CCB 00	C	C	B	 	0	0	CCB	00
CCB10	Pilniga asaru dziedzera ekscizija (totala darkrioadenektomija)	CCB 10	C	C	B	 	1	0	CCB	10
CCB99	Cita veida asaru dziedzera operacija	CCB 99	C	C	B	 	9	9	CCB	99
CCC	Citas asaru novadcelu operacijas	CCC	C	C	C					
CCC00	Asaru punkta vai asaru kanalina okluzija	CCC 00	C	C	C	 	0	0	CCC	00
CCC50	Asaru maisina ekscizija (dakriocistektomija)	CCC 50	C	C	C	 	5	0	CCC	50
CCC99	Cita veida asaru novadcelu operacija	CCC 99	C	C	C	 	9	9	CCC	99
CCD	Rekonstruktivas asaru aparata operacijas	CCD	C	C	D					
CCD00	Asaru novadcelu fistulas slegsana	CCD 00	C	C	D	 	0	0	CCD	00
CCD10	Asaru kanalina sasusana	CCD 10	C	C	D	 	1	0	CCD	10
CCD20	Asaru kanalina sasusana ar caurulites ievadisanu	CCD 20	C	C	D	 	2	0	CCD	20
CCD30	Asaru kanalina rekonstrukcija	CCD 30	C	C	D	 	3	0	CCD	30
CCD40	Perkutana dakriocistorinostomija	CCD 40	C	C	D	 	4	0	CCD	40
CCD50	Dakriocistorinostomija ar caurulites ievadisanu	CCD 50	C	C	D	 	5	0	CCD	50
CCD60	Transnazala dakriocistorinostomija	CCD 60	C	C	D	 	6	0	CCD	60
CCD70	Transkonjunktivala dakriocistorinostomija ar caurulites ievadisanu	CCD 70	C	C	D	 	7	0	CCD	70
CCD99	Cita veida rekonstruktiva asaru aparata operacija	CCD 99	C	C	D	 	9	9	CCD	99
CCW	Citas asaru aparata operacijas	CCW	C	C	W					
CCW99	Cita asaru aparata operacija	CCW 99	C	C	W	 	9	9	CCW	99
CD	Acsabols	CD	C	D						
CDB	Intraokulara sveskermena iznemsana	CDB	C	D	B					
CDB00	Intraokulara sveskermena iznemsana	CDB 00	C	D	B	 	0	0	CDB	00
CDB10	Intraokulara sveskermena iznemsana ar magnetu	CDB 10	C	D	B	 	1	0	CDB	10
CDB99	Cita veida operacija intraokulara sveskermena del	CDB 99	C	D	B	 	9	9	CDB	99
CDC	Acs enukleacija un evisceracija	CDC	C	D	C					
CDC00	Acs enukleacija	CDC 00	C	D	C	 	0	0	CDC	00
CDC10	Acs enukleacija ar protezes implantaciju	CDC 10	C	D	C	 	1	0	CDC	10
CDC20	Acs enukleacija ar transplantata izmantosanu	CDC 20	C	D	C	 	2	0	CDC	20
CDC30	Acs evisceracija 	CDC 30	C	D	C	 	3	0	CDC	30
CDC40	Acs evisceracija ar protezes implantaciju	CDC 40	C	D	C	 	4	0	CDC	40
CDC50	Acs evisceracija ar transplantata izmantosanu	CDC 50	C	D	C	 	5	0	CDC	50
CDW	Citas acsabola operacijas	CDW	C	D	W					
CDW99	Cita acsabola operacija	CDW 99	C	D	W	 	9	9	CDW	99
CE	Acs arejie muskuli	CE	C	E						
CEA	Acs areja muskula biopsija	CEA	C	E	A					
CEA00	Acs areja muskula biopsija	CEA 00	C	E	A	 	0	0	CEA	00
CEB	Acs areja muskula miektomija, miotomija, tenotomija	CEB	C	E	B					
CEB00	Acs areja muskula miektomija	CEB 00	C	E	B	 	0	0	CEB	00
CEB10	Acs areja muskula daleja miotomija	CEB 10	C	E	B	 	1	0	CEB	10
CEB20	Acs areja muskula pilniga miotomija	CEB 20	C	E	B	 	2	0	CEB	20
CEB30	Acs areja muskula tenotomija	CEB 30	C	E	B	 	3	0	CEB	30
CEC	Acs areja muskula transpozicija	CEC	C	E	C					
CEC00	Acs areja muskula recesija	CEC 00	C	E	C	 	0	0	CEC	00
CEC10	Acs areja muskula recesija un rezekcija 	CEC 10	C	E	C	 	1	0	CEC	10
CEC20	Acs areja muskula recesija un transpozicija	CEC 20	C	E	C	 	2	0	CEC	20
CEC30	Acs areja muskula rezekcija	CEC 30	C	E	C	 	3	0	CEC	30
CEC40	Acs areja muskula rezekcija un transpozicija	CEC 40	C	E	C	 	4	0	CEC	40
CEC50	Acs areja muskula transpozicija	CEC 50	C	E	C	 	5	0	CEC	50
CEC60	Acs areja muskula transpozicija, izmantojot pielagojamu suvi 	CEC 60	C	E	C	 	6	0	CEC	60
CEC70	Acs areja muskula transpozicija nistagma del	CEC 70	C	E	C	 	7	0	CEC	70
CEC80	Daleja acs areja muskula transpozicija	CEC 80	C	E	C	 	8	0	CEC	80
CEC85	Kombineta ciklodeviacijas korekcija	CEC 85	C	E	C	 	8	5	CEC	85
CEC90	Pilniga acs areja muskula transpozicija	CEC 90	C	E	C	 	9	0	CEC	90
CED	Acs areja muskula krokosana	CED	C	E	D					
CED00	Acs areja muskula krokosana	CED 00	C	E	D	 	0	0	CED	00
CEE	Acs areja muskula fiksacija	CEE	C	E	E					
CEE00	Acs areja muskula mugurejas fiksacijas suves uzliksana	CEE 00	C	E	E	 	0	0	CEE	00
CEE10	Acs areja muskula fiksacija ar enkursuves uzliksanu	CEE 10	C	E	E	 	1	0	CEE	10
CEF	Operacija acs areja muskula ievainojuma del vai pec agrak veiktas operacijas	CEF	C	E	F					
CEF00	Acs areja muskula atbrivosana no saaugumiem	CEF 00	C	E	F	 	0	0	CEF	00
CEF10	Acs areja muskula vai acsabola maksts (Tenona kapsulas (capsula Tenoni)) traumatiska bojajuma sasusana 	CEF 10	C	E	F	 	1	0	CEF	10
CEW	Citas acs arejo muskulu operacijas 	CEW	C	E	W					
CEW99	Cita acs arejo muskulu operacija	CEW 99	C	E	W	 	9	9	CEW	99
CF	Konjunktiva (saistene)	CF	C	F						
CFA	Konjunktivas incizija un biopsija	CFA	C	F	A					
CFA00	Konjunktivas incizija	CFA 00	C	F	A	 	0	0	CFA	00
CFA10	Konjunktivas peritomija	CFA 10	C	F	A	 	1	0	CFA	10
CFA20	Konjunktivas biopsija	CFA 20	C	F	A	 	2	0	CFA	20
CFB	Konjunktivas sasusana un sveskermena iznemsana	CFB	C	F	B					
CFB00	Konjunktivas sasusana	CFB 00	C	F	B	 	0	0	CFB	00
CFB10	Sveskermena iznemsana no konjunktivas	CFB 10	C	F	B	 	1	0	CFB	10
CFC	Konjunktivas bojajuma likvidesanas operacijas	CFC	C	F	C					
CFC00	Konjunktivas bojajuma ekscizija	CFC 00	C	F	C	 	0	0	CFC	00
CFC15	Konjunktivas bojajuma destrukcija	CFC 15	C	F	C	 	1	5	CFC	15
CFC16	Radzenes bojajuma destrukcija	CFC 16	C	F	C	 	1	6	CFC	16
CFC26	Cipslenes (skleras) bojajuma destrukcija	CFC 26	C	F	C	 	2	6	CFC	26
CFC30	Trahomas folikulu ekscizija	CFC 30	C	F	C	 	3	0	CFC	30
CFD	Rekonstuktivas konjunktivas operacijas 	CFD	C	F	D					
CFD00	Konjunktivas rekonstrukcija bez transplantata izmantosanas	CFD 00	C	F	D	 	0	0	CFD	00
CFD10	Konjunktivas rekonstrukcija ar transplantata izmantosanu	CFD 10	C	F	D	 	1	0	CFD	10
CFW	Citas konjunktivas operacijas 	CFW	C	F	W					
CFW99	Cita konjunktivas operacija	CFW 99	C	F	W	 	9	9	CFW	99
CG	Radzene un cipslene (sklera)	CG	C	G						
CGA	Radzenes vai cipslenes biopsija	CGA	C	G	A					
CGA00	Radzenes biopsija	CGA00	C	G	A	0	0			
CGA10	Cipslenes biopsija	CGA 10	C	G	A	 	1	0	CGA	10
CGB	Radzenes vai cipslenes incizija	CGB	C	G	B					
CGB00	Keratotomija	CGB 00	C	G	B	 	0	0	CGB	00
CGB10	Sklerotomija	CGB 10	C	G	B	 	1	0	CGB	10
CGC	Sveskermena iznemsana no radzenes vai cipslenes	CGC	C	G	C					
CGC10	Sveskermena iznemsana no radzenes	CGC 10	C	G	C	 	1	0	CGC	10
CGC20	Sveskermena iznemsana no radzenes ar magnetu 	CGC 20	C	G	C	 	2	0	CGC	20
CGC30	Sveskermena iznemsana no cipslenes	CGC 30	C	G	C	 	3	0	CGC	30
CGC40	Sveskermena iznemsana no cipslenes ar magnetu	CGC 40	C	G	C	 	4	0	CGC	40
CGD	Refrakcijas anomaliju kirurgija	CGD	C	G	D					
CGD00	Keratotomija refrakcijas anomalijas del	CGD 00	C	G	D	 	0	0	CGD	00
CGD10	Lazerkeratoplastika refrakcijas anomalijas del	CGD 10	C	G	D	 	1	0	CGD	10
CGD15	Termokeratopastika	CGD 15	C	G	D	 	1	5	CGD	15
CGD20	Keratomileize	CGD 20	C	G	D	 	2	0	CGD	20
CGD40	Radzenes apla segmentu ipmlantacija	CGD 40	C	G	D	 	4	0	CGD	40
CGD99	Cita veida refrakcijas anomaliju operacija	CGD 99	C	G	D	 	9	9	CGD	99
CGE	Operacijas radzenes un cipslenes bojajuma del	CGE	C	G	E					
CGE10	Keratektomija 	CGE 10	C	G	E	 	1	0	CGE	10
CGE30	Sklerektomija	CGE 30	C	G	E	 	3	0	CGE	30
CGE45	Radzenes rekonstrukcija, izmantojot limbalas cilmes sunas	CGE 45	C	G	E	 	4	5	CGE	45
CGE50	Pterigija (sparnveida pleves, pterygium) ekscizija	CGE 50	C	G	E	 	5	0	CGE	50
CGE55	Pterigija (sparnveida pleves, pterygium) ekscizija ar konjunktivas plastiku	CGE 55	C	G	E	 	5	5	CGE	55
CGE99	Cita veida operacija radzenes un cipslenes bojajuma del	CGE 99	C	G	E	 	9	9	CGE	99
CGF	Operacijas radzenes un cipslenes perforejosa ievainojuma del	CGF	C	G	F					
CGF00	Plestas radzenes bruces slegsana ar audu limi	CGF 00	C	G	F	 	0	0	CGF	00
CGF10	Plestas radzenes bruces sasusana 	CGF 10	C	G	F	 	1	0	CGF	10
CGF20	Plestas radzenes bruces sasusana ar konjunktivas rekonstrukciju	CGF 20	C	G	F	 	2	0	CGF	20
CGF25	Plestas radzenes bruces sasusana un izkrituso uvealo (acs asinsvadu apvalka) audu rezekcija	CGF 25	C	G	F	 	2	5	CGF	25
CGF30	Radzenes rekonstrukcija, izmantojot konjunktivas transplantatu	CGF 30	C	G	F	 	3	0	CGF	30
CGF35	Radzenes rekonstrukcija, izmantojot transplantatu	CGF 35	C	G	F	 	3	5	CGF	35
CGF40	Plestas cipslenes bruces slegsana ar audu limi	CGF 40	C	G	F	 	4	0	CGF	40
CGF45	Plestas cipslenes bruces sasusana 	CGF 45	C	G	F	 	4	5	CGF	45
CGF50	Plestas cipslenes bruces sasusana ar konjunktivas rekonstrukciju	CGF 50	C	G	F	 	5	0	CGF	50
CGF55	Plestas cipslenes bruces sasusana un izkrituso uvealo (acs asinsvadu apvalka) audu rezekcija	CGF 55	C	G	F	 	5	5	CGF	55
CGF99	Cita veida operacija radzenes un cipslenes perforejosa bojajuma gadijuma	CGF 99	C	G	F	 	9	9	CGF	99
CGG	Radzenes un cipslenes rekonstruktivas operacijas 	CGG	C	G	G					
CGG00	Radzenes tetovesana	CGG 00	C	G	G	 	0	0	CGG	00
CGG10	Keratokonusa korekcija, izmantojot termokaustiku	CGG 10	C	G	G	 	1	0	CGG	10
CGG20	Epikeratofakija vai keratofakija	CGG 20	C	G	G	 	2	0	CGG	20
CGG30	Radzenes priekseja kartaina (slanaina) transplantacija 	CGG 30	C	G	G	 	3	0	CGG	30
CGG31	Redzenes mugureja kartaina (slanaina) transplantacija	CGG 31	C	G	G	 	3	1	CGG	31
CGG35	Radzenes endotelija transplantacija	CGG 35	C	G	G	 	3	5	CGG	35
CGG40	Pilniga radzenes transplantacija, izmantojot autotransplantatu	CGG 40	C	G	G	 	4	0	CGG	40
CGG45	Pilniga radzenes transplantacija, izmantojot homotransplantatu	CGG 45	C	G	G	 	4	5	CGG	45
CGG50	Keratoprotezesana	CGG 50	C	G	G	 	5	0	CGG	50
CGG60	Skleroplastika, izmantojot transplantatu	CGG60	C	G	G	6	0			
CGG99	Cita veidaq rekonstruktiva radzenes un cipslenes operacija 	CGG 99	C	G	G	 	9	9	CGG	99
CGW	Citas radzenes un cipslenes operacijas 	CGW	C	G	W					
CGW99	Cita radzenes un cipslenes operacija	CGW 99	C	G	W	 	9	9	CGW	99
CH	Priekseja kamera, prieksejais lenkis, varaviksnene un ciliarkermenis (starene)	CH	C	H						
CHA	Prieksejas kameras, priekseja lenka, varaviksnenes un ciliarkermena biopsija	CHA	C	H	A					
CHA10	Varaviksnenes biopsija	CHA 10	C	H	A	 	1	0	CHA	10
CHA20	Ciliarkermena biopsija	CHA 20	C	H	A	 	2	0	CHA	20
CHB	Prieksejas kameras un prieksejas kameras lenka operacijas 	CHB	C	H	B					
CHB00	Lazersinehiolize 	CHB 00	C	H	B	 	0	0	CHB	00
CHB10	Acs prieksejas kameras paracenteze ar irigaciju	CHB 10	C	H	B	 	1	0	CHB	10
CHB15	Acs prieksejas kameras paracenteze ar udenaina skidruma aizvietosanu 	CHB 15	C	H	B	 	1	5	CHB	15
CHB20	Goniopunkcija	CHB 20	C	H	B	 	2	0	CHB	20
CHB30	Goniotomija	CHB 30	C	H	B	 	3	0	CHB	30
CHB40	Goniosinehiolize	CHB 40	C	H	B	 	4	0	CHB	40
CHB50	Trabekulotomija	CHB 50	C	H	B	 	5	0	CHB	50
CHB60	Priekseja sinehiolize	CHB 60	C	H	B	 	6	0	CHB	60
CHB65	Mugureja sinehiolize	CHB 65	C	H	B	 	6	5	CHB	65
CHB99	Cita veida prieksejas kameras un prieksejas kameras lenka operacija	CHB 99	C	H	B	 	9	9	CHB	99
CHC	Iridotomija un iridektomija 	CHC	C	H	C					
CHC00	Iridotomija	CHC 00	C	H	C	 	0	0	CHC	00
CHC05	Lazeriridotomija	CHC 05	C	H	C	 	0	5	CHC	05
CHC10	Periferiska iridotomija	CHC 10	C	H	C	 	1	0	CHC	10
CHC20	Sektorala iridotomija 	CHC 20	C	H	C	 	2	0	CHC	20
CHC30	Centrala iridotomija 	CHC 30	C	H	C	 	3	0	CHC	30
CHD	Filtracijas operacijas 	CHD	C	H	D					
CHD00	Lazertrabekuloplastika	CHD 00	C	H	D	 	0	0	CHD	00
CHD06	Selektiva lazertrabekuloplastika	CHD 06	C	H	D	 	0	6	CHD	06
CHD10	Trabekulektomija 	CHD 10	C	H	D	 	1	0	CHD	10
CHD15	Trabekulektomija un iridektomija	CHD 15	C	H	D	 	1	5	CHD	15
CHD20	Skleras trepanacija	CHD 20	C	H	D	 	2	0	CHD	20
CHD25	Skleras trepanacija un iridektomija	CHD 25	C	H	D	 	2	5	CHD	25
CHD28	Mugureja sklerotomija	CHD 28	C	H	D	 	2	8	CHD	28
CHD30	Lazertrabekulektomija 	CHD 30	C	H	D	 	3	0	CHD	30
CHD40	Iridenkleize	CHD 40	C	H	D	 	4	0	CHD	40
CHD50	Prieksejas kameras suntesanas operacija 	CHD 50	C	H	D	 	5	0	CHD	50
CHD60	Dzila sleretotomija bez implantata izmantosanas	CHD 60	C	H	D	 	6	0	CHD	60
CHD65	Dzila sklertotomija ar implantata izmantosanu	CHD 65	C	H	D	 	6	5	CHD	65
CHD99	Cita veida filtracijas operacija	CHD 99	C	H	D	 	9	9	CHD	99
CHE	Operacijas varaviksnenes bojajuma del	CHE	C	H	E					
CHE00	Pupilotomija 	CHE 00	C	H	E	 	0	0	CHE	00
CHE05	Lazerpupilotomija	CHE 05	C	H	E	 	0	5	CHE	05
CHE10	Varaviksnenes bojajuma ekscizija	CHE 10	C	H	E	 	1	0	CHE	10
CHE20	Varaviksnenes bojajuma lazerterapija	CHE 20	C	H	E	 	2	0	CHE	20
CHE30	Varaviksnenes sasusana	CHE 30	C	H	E	 	3	0	CHE	30
CHE35	Varaviksnenes rekonstrukcija, izmantojot protezejosu implantatu	CHE 35	C	H	E	 	3	5	CHE	35
CHE99	Cita veida operacija varaviksnenes bojajuma del	CHE 99	C	H	E	 	9	9	CHE	99
CHF	Ciliarkermena operacijas 	CHF	C	H	F					
CHF00	Ciliarkermena bojajuma ekscizija 	CHF 00	C	H	F	 	0	0	CHF	00
CHF05	Transsklerala ciliarkermena lazerkoagulacija	CHF 05	C	H	F	 	0	5	CHF	05
CHF10	Transpupilara ciliarkermena lazerkoagulacija	CHF 10	C	H	F	 	1	0	CHF	10
CHF12	Endoskopiska ciliarkermena lazerkoagulacija	CHF 12	C	H	F	 	1	2	CHF	12
CHF15	Ciliarkermena krioterapija	CHF 15	C	H	F	 	1	5	CHF	15
CHF20	Ciliarkermena elektrokoagulacija	CHF 20	C	H	F	 	2	0	CHF	20
CHF30	Ciklodialize	CHF 30	C	H	F	 	3	0	CHF	30
CHF99	Cita veida ciliarkermena operacija 	CHF 99	C	H	F	 	9	9	CHF	99
CHW	Citas prieksejas kameras, priekseja lenka, varaviksnenes un ciliarkermena operacijas	CHW	C	H	W					
CHW99	Cita prieksejas kameras, priekseja lenka, varaviksnenes un ciliarkermena operacija	CHW 99	C	H	W	 	9	9	CHW	99
CJ	Lecas operacijas	CJ	C	J						
CJA	Intraokularas kontaktlecas implantacija	CJA	C	J	A					
CJA00	Intraokularas kontaktlecas implantacija acs priekseja kamera	CJA 00	C	J	A	 	0	0	CJA	00
CJA10	Intraokularas kontaktlecas implantacija acs mugureja kamera	CJA 10	C	J	A	 	1	0	CJA	10
CJB	Lecas operacijas sekundaras kataraktas del	CJB	C	J	B					
CJB00	Sekundaras kataraktas discizija	CJB 00	C	J	B	 	0	0	CJB	00
CJB10	Sekundaras kataraktas lazerdiscizija	CJB 10	C	J	B	 	1	0	CJB	10
CJB20	Sekundaras kataraktas irigacija un tirisana	CJB 20	C	J	B	 	2	0	CJB	20
CJB30	Sekundaras kataraktas ekscizija	CJB 30	C	J	B	 	3	0	CJB	30
CJB40	Priekseja lazerkapsulotomija	CJB 40	C	J	B	 	4	0	CJB	40
CJB99	Cita veida lecas operacija sekundaras kataraktas del	CJB 99	C	J	B	 	9	9	CJB	99
CJC	Intrakapsularas kataraktas operacijas	CJC	C	J	C					
CJC00	Intrakapsulara kataraktas ekstrakcija	CJC 00	C	J	C	 	0	0	CJC	00
CJC05	Intrakapsulara kataraktas ekstrakcija ar iridektomiju vai iridotomiju	CJC 05	C	J	C	 	0	5	CJC	05
CJC10	Intrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs priekseja kamera	CJC 10	C	J	C	 	1	0	CJC	10
CJC15	Intrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs priekseja kamera un iridektomija vai iridotomija	CJC 15	C	J	C	 	1	5	CJC	15
CJC20	Intrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs mugureja kamera	CJC 20	C	J	C	 	2	0	CJC	20
CJC25	Intrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs mugureja kamera un iridektomija vai iridotomija	CJC 25	C	J	C	 	2	5	CJC	25
CJC99	Cita veida intrakapsularas kataraktas operacija	CJC 99	C	J	C	 	9	9	CJC	99
CJD	Ekstrakapsularas kataraktas operacijas	CJD	C	J	D					
CJD00	Ekstrakapsulara kataraktas ekstrakcija	CJD 00	C	J	D	 	0	0	CJD	00
CJD05	Ekstrakapsulara kataraktas ekstrakcija ar iridektomiju vai iridotomiju	CJD 05	C	J	D	 	0	5	CJD	05
CJD10	Ekstrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs priekseja kamera	CJD 10	C	J	D	 	1	0	CJD	10
CJD15	Ekstrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs priekseja kamera un iridektomija vai iridotomija	CJD 15	C	J	D	 	1	5	CJD	15
CJD20	Ekstrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs mugureja kamera	CJD 20	C	J	D	 	2	0	CJD	20
CJD25	Ekstrakapsulara kataraktas ekstrakcija ar maksligas lecas implantaciju acs mugureja kamera un iridektomija vai iridotomija	CJD 25	C	J	D	 	2	5	CJD	25
