Tunniste;Lyhenne;Nimi;Pitkä nimi;Ylempi koodi;Hierarkiataso;Voimassaolo alkaa;Voimassaolo päättyy;Muutospvm;Viim. tallentaja;Tila;Määritelmä;OID;Anm.;Exkluderar;Huom.;Inkluderar;Korvaava koodi;Lehtisolmu;Long_name;Långt_namn;Mukaan lukien;NCSP+;NCSP+ ala;NCSP ala;NCSP+ luku;NCSP luku;NCSP+ ryhmä;NCSP ryhmä;Note;Obs.;Pois lukien;Suun terveys (T/F);Taso;Vaativuus;Voimassa
AAH60;Aivohermon mikrovask vapautus;Aivohermon mikrovaskulaarinen vapautus;Aivohermon mikrovaskulaarinen vapautus;AAH;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Microvascular decompression of cranial nerve;Mikrovaskulär dekompression av kranialnerv;;AASH60;;AAH;A;A;AA;AA;;;;F;C;;T
AAH80;Mikrovask lihaksensiirto aivohe;Mikrovaskulaarinen lihaksensiirto aivohe;Mikrovaskulaarinen lihaksensiirto aivohermojen alueella;AAH;3;1.1.1997;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Microvascural muscle transplantation in cranial nerve area;Mikrovaskulär muskelförflyttning vid facialispares;;AASH80;;AAH;A;A;AA;AA;;;;F;C;;T
AAH99;Muu aivohermojen leikkaus;Muu aivohermojen leikkaus;Muu aivohermojen leikkaus;AAH;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation on cranial nerve;Annan operation på kranialnerver;;AASH99;;AAH;A;A;AA;AA;;;;F;C;;T
AAJ;Epilepsialeikkaukset;Epilepsialeikkaukset;Epilepsialeikkaukset;AA;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations for epilepsy;Operationer p.g.a.epilepsi;;AASJ;;AAJ;A;A;AA;AA;;;;F;A;;T
AAJ00;Aivopuoliskon poisto;Aivopuoliskon poisto;Aivopuoliskon poisto;AAJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Hemispherectomy;Hemisfärektomi vid epilepsi;;AASJ00;;AAJ;A;A;AA;AA;;;;F;C;;T
AAJ10;Aivolohkon poisto epilepsian vuoksi;Aivolohkon poisto epilepsian vuoksi;Aivolohkon poisto epilepsian vuoksi;AAJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Lobectomy for epilepsy;Lobektomi vid epilepsi;;AASJ10;;AAJ;A;A;AA;AA;;;;F;C;;T
AAJ15;Hippokampuksen, aivoturson, poisto;Hippokampuksen, aivoturson, poisto;Hippokampuksen, aivoturson, poisto;AAJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Hippocampectomy;Hippokampektomi vid epilepsi;;AASJ15;;AAJ;A;A;AA;AA;;;;F;C;;T
AAJ20;Epileptisen pesäkkeen poisto;Epileptisen pesäkkeen poisto;Epileptisen pesäkkeen poisto;AAJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of epileptic focus;Resektion av epileptiskt fokus;;AASJ20;;AAJ;A;A;AA;AA;;;;F;C;;T
AAJ25;Hermoratakatkaisu epilepsian vuoksi;Hermoratojen katkaisu epilepsian vuoksi;Hermoratojen katkaisu epilepsian vuoksi;AAJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Transcision of nerve tracts for epilepsy;Avskärning av nervbanor vid epilepsi;;AASJ25;;AAJ;A;A;AA;AA;;;;F;C;;T
AAJ30;Kallosotomia epilepsian vuoksi;Kallosotomia epilepsian vuoksi;Kallosotomia, aivokurjen halkaisu, epilepsian vuoksi;AAJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Callosotomy for epilepsy;Callosotomi vid epilepsi;;AASJ30;;AAJ;A;A;AA;AA;;;;F;C;;T
AAJ35;Aivon kuorikerrospoisto epilepsian taki;Aivon kuorikerrospoisto epilepsian taki;Aivopuoliskon kuorikerroksen poisto epilepsian vuoksi;AAJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Hemidecortication for epilepsy;Hemidekortikation vid epilepsi;;AASJ35;;AAJ;A;A;AA;AA;;;;F;C;;T
AAJ99;Muu aivoleikkaus epilepsian vuoksi;Muu aivoleikkaus epilepsian vuoksi;Muu aivoleikkaus epilepsian vuoksi;AAJ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation for epilepsy;Annan hjärnoperation vid epilepsi;;AASJ99;;AAJ;A;A;AA;AA;;;;F;C;;T
AAK;Kallon/kovakalvon leikkaukset;Kallon/kovakalvon leikkaukset;Kallon ja kovakalvon leikkaukset;AA;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations on skull and dura;Operationer på kranium och dura;;AASK;;AAK;A;A;AA;AA;;;;F;A;;T
AAK00;Kallon korjaaminen;Kallon korjaaminen;Kallon korjaaminen;AAK;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Cranioplasty;Kranioplastik;;AASK00;;AAK;A;A;AA;AA;;;;F;C;;T
AAK10;Kovan aivokalvon korjaaminen;Kovan aivokalvon korjaaminen;Kovan aivokalvon korjaaminen;AAK;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Repair of dura;Duraplastik;;AASK10;;AAK;A;A;AA;AA;;;;F;C;;T
AAK20;Kallonsaumojen luutumisen leikkaus;Kallonsaumojen luutumisen leikkaus;Kallonsaumojen ennenaikaisen luutumisen vuoksi tehtävä leikkaus;AAK;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Operations for craniosynostosis;Operation p.g.a.kraniosynostos;;AASK20;;AAK;A;A;AA;AA;;;;F;C;;T
AAK30;Kallon/kasvoluuepämuodostumakorj;Kallon/kasvoluiden epämuodostumakorjaus;Kallon ja kasvoluiden epämuodostuman korjaaminen;AAK;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Craniofacial reconstruction in congenital malformations;Kraniofacial rekonstruktion vid missbildning;;AASK30;;AAK;A;A;AA;AA;;;;F;C;;T
AAK40;Aivonesteavanteen tukkiminen;Aivonesteavanteen tukkiminen;Aivonesteavanteen tukkiminen;AAK;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Closure of cerebrospinal fluid fistula;Ocklusion av likvorfistel;;AASK40;;AAK;A;A;AA;AA;;;;F;C;;T
AAK80;Kallon kalotin avaaminen;Kallon kalotin avaaminen;Kallon kalotin avaaminen aivopaineen helpottamiseksi;AAK;3;1.1.2007;31.12.2030;19.10.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;Partial excision of skull cap;Öppning av skallens kalott för att underlätta hjärntrycket;;AASK80;;AAK;A;A;AA;AA;;;;F;C;;T
AAK85;Aiem irroitet kallokalotin takaisinistutus;Aiem irroitet kallokalotin takaisinistutus;Aiemmin irroitetun kallon kalotin takaisinistutus;AAK;3;1.1.2007;31.12.2030;19.10.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;Replantation of previously excised part of skull cap;Replantation av tidigare uttagen del av skalltak;;AASK85;;AAK;A;A;AA;AA;;;;F;C;;T
AAK99;Muu kallon/kovakalvon leikkaus;Muu kallon/kovakalvon leikkaus;Muu kallon ja kovakalvon leikkaus;AAK;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation on skull or dura;Annan operation på kranium och dura;;AASK99;;AAK;A;A;AA;AA;;;;F;C;;T
AAL;Aivovaltimoiden suonensis tukkimiset;Aivovaltimoiden suonensis tukkimiset;Kallonsisäiset suonensisäiset toimenpiteet;AA;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Intracranial endovascular procedures;Endovaskulära intrakraniala ingrepp;;AAXC;;AAL;A;A;AA;AA;;;;F;A;;T
AAL00;Aivoaneurysman suonensis tukkim;Aivoaneurysman suonensisäinen tukkiminen;Aivovaltimopullistuman suonensisäinen tukkiminen;AAL;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Endovascular occlusion of intracranial aneurysm;Endovaskulär ocklusion p.g.a.intrakranialt aneurysm;;AAXC20;;AAL;A;A;AA;AA;;;;F;C;;T
AAL10;Aivovaltimtulpan suonensis liuotus;Aivovaltimotulpan suonensisäinen liuotus;Aivovaltimotulpan suonensisäinen liuotus;AAL;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Intracranial endovascular thrombolysis;Intrakranial endovaskulär trombolys;;AAXC10;;AAL;A;A;AA;AA;;;;F;C;;T
AAL20;Aivo A-V malformaation tukkiminen;Aivo A-V malformaation tukkiminen;Aivoverisuoniepämuodostuman suonensisäinen tukkiminen;AAL;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Endovascular occlusion of intracranial arterio-venous malformation;Endovaskulär ocklusion p.g.a.intrakranial A-V missbildning;;AAXC22;;AAL;A;A;AA;AA;;;;F;C;;T
AAL30;Aivo A-V fistelin suonensis tukkim;Aivo A-V fistelin suonensis tukkiminen;Aivovaltimo-laskimoavanteen suonensisäinen tukkiminen;AAL;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Endovascular occlusion of intracranial fistula;Endovaskulär ocklusion av intrakranial arteriovenös fistel;;AAXC24;;AAL;A;A;AA;AA;;;;F;C;;T
AAL40;Aivokasvainsuonien sisäinen tukkim;Aivokasvainsuonien sisäinen tukkiminen;Aivokasvaimen verisuonien suonensisäinen tukkiminen;AAL;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Endovascular occlusion of feeding arteries of intracranial tumour;Endovaskulär ocklusion p.g.a.intrakranial tumör;;AAXC30;;AAL;A;A;AA;AA;;;;F;C;;T
AAL99;Muu aivoverisuon suonensis toimenp;Muu aivoverisuonien suonensis toimenpide;Muu aivoverisuonien suonensisäinen toimenpide;AAL;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other intracranial endovascular procedure;Annan endovaskulär intrakranial operation;;AAXC99;;AAL;A;A;AA;AA;;;;F;C;;T
AAM;Aivotilan infektioiden leikkaukset;Aivotilan infektioiden leikkaukset;Aivotilan infektioiden leikkaukset;AA;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations for intracranial infection;Ingrepp p.g.a. intrakraniala infektioner;;AASM;;AAM;A;A;AA;AA;;;;F;A;;T
AAM00;Aivojen märkäpesäkk punktio/tyhjen;Aivojen märkäpesäkkeen punktio/tyhjennys;Aivojen märkäpesäkkeen pisto ja tyhjennys;AAM;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Puncture and evacuation of intracerebral abscess;Punktion och tömning av intrakranial abscess;;AASM00;;AAM;A;A;AA;AA;;;;F;C;;T
AAM10;Aivojen märkäpesäkkeen poisto;Aivojen märkäpesäkkeen poisto;Aivojen märkäpesäkkeen poisto;AAM;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision of intracerebral abscess;Exstirpation av intrakranial abscess;;AASM10;;AAM;A;A;AA;AA;;;;F;C;;T
AAM30;Epi-/subduraalimärkäpesäk tyhjenn;Epi-/subduraalimärkäpesäkkeen tyhjennys;Epi- tai subduraalisen märkäpesäkkeen tyhjennys;AAM;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Evacuation of epidural or subdural empyema;Utrymning av epiduralt eller subduralt empyem;;AASM30;;AAM;A;A;AA;AA;;;;F;C;;T
AAM99;Muu aivotilan infektion leikkaus;Muu aivotilan infektion leikkaus;Muu aivotilan infektion leikkaus;AAM;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation for intracranial infection;Annan operation p.g.a.intrakranial infektion;;AASM99;;AAM;A;A;AA;AA;;;;F;C;;T
AAN;Synnynn keskushermostoanomalkorj;Synnynn keskushermostoanomaliakorjaukset;Synnynnäisten keskushermoston epämuodostumien korjaukset;AA;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations for intracranial congenital malformations;Operationer vid intrakraniala kongenitala missbildningar;;AASN;;AAN;A;A;AA;AA;;;;F;A;;T
AAN00;Enkefaloseelen korjausleikkaus;Enkefaloseelen korjausleikkaus;Enkefaloseelen korjausleikkaus;AAN;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Excision and repair of encephalocele;Exstirpation och plastik av enkefalocele;;AASN00;;AAN;A;A;AA;AA;;;;F;C;;T
AAN99;Muu kong keskushermoanomalkorj;Muu kongen keskushermostoanomaliakorjaus;Muu synnynnäisen keskushermoston epämuodostuman korjaus;AAN;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation for intracranial congenital malformation;Annan operation vid intrakraniala kongenitala missbildningar;;AASN99;;AAN;A;A;AA;AA;;;;F;C;;T
AAP00;Koepalan otto kallosta;Koepalan otto kallosta;Koepalan otto kallosta;AAK;3;1.1.1997;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Biopsy of skull;Biopsi av skallben;;AASK70;;AAP;A;A;AA;AA;;;;F;C;;T
AAP10;Kallon luukasvaimen poisto;Kallon luukasvaimen poisto;Kallon luukasvaimen poisto;AAK;3;1.1.1997;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Extirpation of a skull lesion;Resektion av bentumör i skallen;;AASK75;;AAP;A;A;AA;AA;;;;F;C;;T
AAP99;Muu kallon leikkaus;Muu kallon leikkaus;Muu kallon leikkaus;AAK;3;1.1.1997;24.9.2003;12.1.2005;Stakes;1;;;;;;;AAK99;T;Other operation on skull;Annan skalloperation;;AASK99;;AAP;A;A;AA;AA;;;;F;C;;F
AAQ;Kasvohermohalv jälk korjausleikk;Kasvohermohalv jälk korjausleikk;Kasvohermohalvauksen jälkeiset korjausleikkaukset;AA;2;1.1.2007;31.12.2030;19.10.2009;Peltonen, Veli-Pekka;1;;;;;;;;F;Reconstructive operations for facial palsy;Rekonstruktiva operationer vid ansiktsförlamning;;AASP;;AAQ;A;A;AA;AA;;;;F;A;;T
AAQ00;Paikal lihassiirto kasvohermohalv takia;Paikal lihassiirto kasvohermohalv takia;Paikallinen lihaksen siirto kasvohermohalvauksen vuoksi;AAQ;3;1.1.2007;31.12.2030;19.10.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;Local transposition of muscle for facial palsy;Lokal muskeltransposition vid facialispares;;AASP00;;AAQ;A;A;AA;AA;;;;F;C;;T
AAQ10;Hermonsiirto kasvohermon yhd vastap;Hermonsiirto kasvohermon yhd vastap;Hermonsiirto kasvohermon yhdistämiseksi vastapuolelle;AAQ;3;1.1.2007;31.12.2030;19.10.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;Cross-facial transplantation of nerve for facial palsy;Nervtransplantat för anknytning av facialnerv till motsatt sida;;AASP10;;AAQ;A;A;AA;AA;;;;F;C;;T
AAQ20;Mikrovask lihassiirto n fac pares takia;Mikrovask lihassiirto n fac pares takia;Mikrovaskulaarinen lihaksen siirto kasvohermohalvauksen vuoksi;AAQ;3;1.1.2007;31.12.2030;19.10.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;Microvascular transposition of muscle for facial palsy;Mikrovaskulär muskelförflyttning vid facialispares;;AASP20;;AAQ;A;A;AA;AA;;;;F;C;;T
AAQ99;Muut kasvohermohalv myöhäiskorj;Muut kasvohermohalv myöhäiskorj;Muut kasvohermohalvauksen myöhäiskorjaukset;AAQ;3;1.1.2007;31.12.2030;19.10.2009;Peltonen, Veli-Pekka;1;;;;;;;;T;Other reconstructive operation for facial palsy;Annan rekonstruktiv operation vid facialispares;;AASP99;;AAQ;A;A;AA;AA;;;;F;C;;T
AAU;Istutteiden ja kiinnityslaitteiden poist;Istutteiden ja kiinnityslaitteiden poist;Istutteiden ja kiinnityslaitteiden poisto kallosta;AA;2;1.1.2000;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Removal of implants and external fixation devices from skull;Uttagning av implanter och external fixations apparater från skallet;;AASU;;AAU;A;A;AA;AA;;;;F;A;;T
AAU00;Istutteen tai kiinn.laitt poist. kallost;Istutteen tai kiinn.laitt poist. kallost;Istutteen tai kiinnityslaitteen poistaminen kallosta;AAU;3;1.1.2000;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Removal of implant or external fixation device from skull;Uttagning av implant eller fixations apparat från skalle;;AASU00;;AAU;A;A;AA;AA;;;;F;C;;T
AAW;Muut kallonsisäiset leikkaukset;Muut kallonsisäiset leikkaukset;Muut kallonsisäiset leikkaukset;AA;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Other intracranial operations;Andra intrakraniala operationer;;AASW;;AAW;A;A;AA;AA;;;;F;A;;T
AAW01;Kallonsis stimul. laitteen asentaminen;Kallonsis stimul. laitteen asentaminen;Kallonsisäisen hermostoärsykkeitä antavan laitteen asettaminen;AAW;3;1.1.1998;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Implantation of intracranial stimulation device;Implantation av intrakraniell nervsystem stimulerande apparat;;AASW01;;AAW;A;A;AA;AA;;;;F;C;;T
AAW02;Kallonsis injektiolatiteen asentami;Kallonsisäisen injektiolatiteen asentami;Kallonsisäisen injektiolaitteen asettaminen;AAW;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Implantation of intracranial injection device;Implantation av intrakraniell injektioktions apparat;;AASW02;;AAW;A;A;AA;AA;;;;F;C;;T
AAW99;Muu kallonsisäinen toimenpide;Muu kallonsisäinen toimenpide;Muu kallonsisäinen toimenpide;AAW;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other intracranial operation;Annan intrakranial operation;;AASW99;;AAW;A;A;AA;AA;;;;F;C;;T
AA0;Aivojen sädehoito;Aivojen sädehoito;Aivojen ja pikkuaivojen sädehoito;AA;2;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF0;F;Radiotherapy of brain;Strålbehandling av hjärnan;;AAO0;;AA0;A;A;AA;AA;;;;F;A;;T
AA001;Sädeh aivo/pikkuaivo prim. kasv. preop;Sädeh aivo/pikkuaivo prim. kasv. preop;Sädehoito aivojen ja  pikkuaivojen tai niiden osien  primaarikasvaimen  preoperatiivisena hoitona;AA0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF001;T;Preoperative radiotherapy of brain;Preoperativ strålbehandling av primärtumör i hjärnan eller dess delar;;AAO001;;AA0;A;A;AA;AA;;;;F;C;;T
AA002;Radik.sädeh aivo/pikkuaivo prim. kasv.;Radik.sädeh aivo/pikkuaivo prim. kasv.;Radikaali aivojen ja  pikkuaivojen tai niiden osien  primaarikasvaimen sädehoito;AA0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF002;T;Radical radiotherapy of brain;Radikal strålbehandling av primärtumör i hjärnan eller dess delar;;AAO002;;AA0;A;A;AA;AA;;;;F;C;;T
AA003;Sädeh aivo/pikkuaivo prim. kasv. liit.ho;Sädeh aivo/pikkuaivo prim. kasv. liit.ho;Sädehoito aivojen ja  pikkuaivojen tai niiden osien  primaarikasvaimen liitännäishoitona;AA0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF003;T;Adjuvant radiotherapy of brain;Adjuvant strålbehandling av primärtumör i hjärnan eller dess delar;;AAO003;;AA0;A;A;AA;AA;;;;F;C;;T
AA004;Sädeh aivo/pikkuaivo prim. kasv. palliat;Sädeh aivo/pikkuaivo prim. kasv. palliat;Sädehoito aivojen ja  pikkuaivojen tai niiden osien  primaarikasvaimen palliatiivisena hoitona;AA0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF004;T;Palliative radiotherapy of brain;Palliativ strålbehandling av primärtumör i hjärnan eller dess delar;;AAO004;;AA0;A;A;AA;AA;;;;F;C;;T
AA029;Aivo/pikkuaivo paik.uus. kasv. sädeh;Aivo/pikkuaivo paik.uus. kasv. sädeh;Aivojen ja pikkuaivojen tai niiden osien paikallisesti uusineen kasvaimen sädehoito;AA0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF029;T;Radiotherapy of local residive of brain tumor;Strålbehandling av lokalt recidivtumör i hjärnan eller dess delar;;AAO029;;AA0;A;A;AA;AA;;;;F;C;;T
AA049;Aivo/pikkuaivo metast.sädeh;Aivo/pikkuaivo metast.sädeh;Aivoissa, pikkuaivoissa tai niiden osissa ilmenneen etäpesäkkeen sädehoito;AA0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF049;T;Radiotherapy of metasthasis in the brain;Strålbehandling av metastas i hjärnan eller dess delar;;AAO049;;AA0;A;A;AA;AA;;;;F;C;;T
AA090;Aivo/pikkuaivo profyl. sädehoito;Aivo/pikkuaivo profyl. sädehoito;Aivojen ja  pikkuaivojen tai niiden osien profylaktinen sädehoito;AA0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF090;T;Profylactic radiotherapy of brain;Profylaktisk strålbehandling av  hjärnan och dess delar;;AAO090;;AA0;A;A;AA;AA;;;;F;C;;T
AA099;Muu aivo/pikkuaivo sädehoito;Muu aivo/pikkuaivo sädehoito;Muu aivojen ja  pikkuaivojen tai niiden osien sädehoito;AA0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF099;T;Other radiotherapy of brain;Annan strålbehandling av  hjärnan och dess delar;;AAO099;;AA0;A;A;AA;AA;;;;F;C;;T
AA1AA;Kallon rtg;Kallon rtg;Kallon natiiviröntgen;AA_;3;1.1.1999;31.12.2030;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Head X-ray examination;Skalle, röntgen;;AADA1A;;AA1;A;A;AA;AA;;;;T;C;;T
AA1AD;Pään TT;Pään TT;Pään TT;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;CT of head and brain;Skalle och hjärna, DT;;AADD1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1AF;Pään suppea KKMT;Pään suppea KKMT;Pään suppea magneettitutkimus keskikenttälaitteella;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Short MRI examination of brain with low intensity magnet;Skalle och hjärna, begränsad MR med mellanfältsmagnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1AG;Pään suppea VKMT;Pään suppea VKMT;Pään suppea magneettitutkimus vahvakenttälaitteella;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Short MRI examination of brain with median intensity magnet;Skalle och hjärna, begränsad MR med högfältsmagnet;;AADA1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1AM;Pään suppea 3 Teslan MT;Pään suppea 3 Teslan MT;Pään suppea 3 Teslan MT;AA_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Short MRI examination of brain with 3 Tesla magnet;Skalle och hjärna, begränsad MR med 3 Tesla magnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1BA;Kallon rtg, laaja;Kallon rtg, laaja;Kallon laaja natiiviröntgen;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Extenxive X-ray examination of head;Skalle, omfattande röntgen;;AADA1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1BD;Pään laaja TT;Pään laaja TT;Pään laaja TT;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Extensive CT of head and brain;Skalle och hjärna, omfattande DT;;AADD1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1BF;Pään KKMT;Pään KKMT;Pään magneettitutkimus keskikenttälaitteella;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Standard MRI examination of brain with median intensity magnet;Skalle och hjärna, MR med mellanfältsmagnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1BG;Pään VKMT;Pään VKMT;Pään magneettitutkimus vahvakenttälaitteella;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Standard MRI examination of brain with high intensity magnet;Skalle och hjärna, MR med högfältsmagnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1BM;Pään 3 Teslan MT;Pään 3 Teslan MT;Pään 3 Teslan MT;AA_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;MRI examination of brain with 3 Tesla magnet;Skalle och hjärna, MR med 3 Tesla magnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1CD;Pään erittäin laaja TT;Pään erittäin laaja TT;Pään erittäin laaja TT;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Very extensive CT of head and brain;Skalle och hjärna, mycket omfattande DT;;AADD1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1CF;Pään l.KKMT;Pään l.KKMT;Pään laaja magneettitutkimus keskikenttälaitteella;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Extensive MRI examination of brain with median intensity magnet;Skalle och hjärna, omfattande MR med mellanfältsmagnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1CG;Pään l.VKMT;Pään l.VKMT;Pään laaja magneettitutkimus vahvakenttälaitteella;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Extensive MRI examination of brain with high intensity magnet;Skalle och hjärna, omfattande MR med högfältsmagnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1CM;Pään laaja 3 Teslan MT;Pään laaja 3 Teslan MT;Pään laaja 3 Teslan MT;AA_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Extensive MRI examination of brain with 3 Tesla magnet;Skalle och hjärna, omfattande MR med 3 Tesla magnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1DD;Pään ja kaularangan TT;Pään ja kaularangan TT;Pään ja kaularangan TT;AA_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Head and neck CT;Halsrygg och huvud, DT;;AADD8A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1DF;Pään er.l.KKMT;Pään er.l.KKMT;Pään erittäin laaja magneettitutkimus keskikenttälaitteella;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Very extensive MRI examination of brain with median intensity magnet;Skalle och hjärna, mycket omfattande MR med mellanfältsmagnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1DG;Pään er.l.VKMT;Pään er.l.VKMT;Pään erittäin laaja magneettitutkimus vahvakenttälaitteella;AA_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Very extensive MRI examination of brain with high intensity magnet;Skalle och hjärna, mycket omfattande MR med högfältsmagnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
AA1DM;Pään erittäin laaja 3 Teslan MT;Pään erittäin laaja 3 Teslan MT;Pään erittäin laaja 3 Teslan MT;AA_;3;1.1.2009;31.12.2030;1.12.2008;Stakes, Admin;1;;;;;;;;T;Very extensive MRI examination of brain with 3 Tesla magnet;Skalle och hjärna, mycket omfattande MR med 3 Tesla magnet;;AADG1A;;AA1;A;A;AA;AA;;;;F;C;;T
