code;text
BWSW99;Other reoperation in endocrine surgery
BXFX90;Other endocrine stimulation test
BXFX99;Other hormone longterm registration
BXXX00;Clinical examination of endocrine organs
BXXX99;Other minor procedure on endocrine organ
CADA1A;Orbit and canalis opticus X-ray examination
CADA1E;Localisation of intraocular foreign body with X-ray
CADD1A;Orbit CT examination
CADE1A;Eye and orbit ultrasonography
CADE1M;Ultrasound oculometry
CADG1B;Eye and orbit MRI examination
CASA00;Puncture of orbital abscess
CASA10;Exploratory anterior orbitotomy
CASA20;Exploratory lateral orbitotomy
CASA30;Biopsy of orbit
CASB00;Anterior orbitotomy with excision of lesion
CASB10;Lateral orbitotomy with excision of lesion
CASB40;Transcranial orbitotomy with excision of lesion
CASB50;Orbitotomy with removal of foreign body
CASC00;Reconstruction of orbital wall
CASC10;Reconstruction of orbital wall using bone graft or plate
CASC20;Lateral decompression of orbit
CASC30;Decompression of orbit to sinuses
CASC40;Transcranial decompression of orbital roof or optic canal
CASC42;Decompression of orbit by coronal approach
CASC44;Combined decompression of orbit
CASC50;Repair of congenital malformation of orbital wall
CASD00;Exenteration of orbit with use of graft or flap
CASE00;Removal of implant from orbit
CASE10;Revision and secondary implant in orbit
CASE20;Revision of conjunctival sac with graft
CASW99;Other operation on orbit
CAXA00;Eye globe length measurement
CAXX00;Needle biopsy of orbit
CAXX10;Needle biopsy for cytology of orbit
CAXX15;Retrobulbar therapeutic injection into orbit
CAXX20;Peribulbar therapeutic injection into orbit
CBSA00;Incision of eyelid
CBSA10;Biopsy of eyelid
CBSB00;Excision of chalazion
CBSB10;Excision of redundant skin of eyelid
CBSB15;Resection of herniated fat from eyelid
CBSB20;Correction of lax skin of eyelid and resection of herniated fat
CBSB30;Excision of lesion of eyelid
CBSB32;Destruction of lesion of eyelid
CBSB35;Cryotherapy of lesion of eyelid
CBSB40;Electrocoagulation of lesion of eyelid
CBSB50;Excision of lesion of eyelid and reconstruction using graft or flap
CBSB99;Other excision or destruction of lesion of eyelid
CBSC00;Suture of eyelid
CBSC10;Removal of foreign body from eyelid
CBSC99;Other operation on eyelid for injury
CBSD00;Plastic reconstruction of eyelid using suture
CBSD10;Plastic reconstruction of eyelid using graft or flap
CBSD11;Opening of eyelid graft or flap
CBSD99;Other plastic reconstruction of eyelid
CBSE00;Suture of eyelid for entropion
CBSE10;Transposition and shortening of orbicularis muscle for entropion
CBSE20;Shortening of eyelid retractors for entropion
CBSE30;Horizontal shortening for entropion
CBSE40;Combined correction of entropion
CBSE99;Other operation for entropion
CBSF00;Electrocauterisation of eyelid for ectropion
CBSF10;Shortening of canthal ligaments for ectropion
CBSF20;Excision of tarsus for ectropion
CBSF30;Excision of tarsus and skin for ectropion
CBSF40;Plastic repair of eyelid for cicatricial ectropion
CBSF99;Other operation for ectropion
CBSG00;Epilation of cilia by electrolysis
CBSG10;Cryotherapy for trichiasis
CBSG20;Plastic repair of margin of eyelid for trichiasis
CBSG99;Other operation for trichiasis
CBSH00;Canthotomy
CBSH05;Canthopexy
CBSH10;Plastic repair of canthus
CBSH20;Central tarsorrhaphy
CBSH25;Tarsorrhaphy
CBSH30;Lateral or medial tarsorrhaphy
CBSH40;Division of tarsorrhaphy
CBSH50;Reconstructive operation for epicanthus
CBSH99;Other operation on canthus
CBSJ00;Suture of eyelid for ptosis
CBSJ10;Fascia lata sling for ptosis of eyelid
CBSJ20;Tarsomyectomy for ptosis
CBSJ30;Plastic repair of levator aponeurosis of eyelid
CBSJ40;Resection of levator muscle of eyelid
CBSJ45;Shortening of superior tarsal muscle
CBSJ50;Operation for ptosis of eyebrow
CBSJ90;Removal of ptosis suture
CBSJ99;Other operation for ptosis
CBSK00;Myotomy of eyelid for retraction
CBSK10;Operation for lagophthalmus
CBSK11;Operation for lagophtalmus with implant
CBSK99;Other operation for retraction of eyelid
CBSL00;Myectomy or neurotomy for blepharospasm
CBSL99;Other operation for blepharospasm
CBSN00;Eversion suture of eyelid
CBSN10;Transposition and shortening of orbicularis muscle
CBSN20;Shortening of eyelid retractors
CBSN30;Shortening of canthal ligament
CBSN40;Excision of tarsus without skin
CBSN50;Excision of tarsus with skin
CBSN60;Excision of scar of eyelid and plastic reconstruction
CBSN99;Other operation on eyelid for malposition
CBSW99;Other operation on eyelid
CBXX00;Needle biopsy of eyelid
CBXX10;Simple epilation of cilia
CBXX20;Therapeutic injection into eyelid
CBXX30;Removal of ptosis suture from eyelid
CBXX35;Adjustment of ptosis suture
CCDB1C;Dacryocystography
CCFC00;Investigative irrigation of lacrimal passages
CCFC10;Examination of tear production (Schirmer's tear test)
CCIA00;Lacrimal system isotope imaging
CCSA00;Incision of lacrimal gland
CCSA10;Biopsy of lacrimal gland
CCSA20;Incision of lacrimal punctum or canaliculus
CCSA30;Incision of lacrimal sac
CCSA40;Biopsy of lacrimal passages
CCSB00;Partial dacryoadenectomy
CCSB10;Total dacryoadenectomy
CCSB99;Other operation on lacrimal gland
CCSC00;Occlusion of lacrimal punctum or canaliculus
CCSC50;Dacryocystectomy
CCSC99;Other operation on lacrimal passages
CCSD00;Occlusion of lacrimal fistula
CCSD10;Suture of lacrimal canaliculus
CCSD20;Suture of lacrimal canaliculus with insertion of tube
CCSD30;Reconstruction of lacrimal canaliculus
CCSD40;Percutaneous dacryocystorhinostomy
CCSD50;Dacryocystorhinostomy with insertion of tube
CCSD60;Transnasal dacryocystorhinostomy
CCSD70;Conjunctivocystorhinostomy with insertion of tube
CCSD99;Other reconstructive operation on lacrimal apparatus
CCSW99;Other operation on lacrimal apparatus
CCXX00;Needle biopsy of lacrimal gland
CCXX10;Probing of lacrimal canaliculus or of nasolacrimal duct
CCXX30;Intubation of lacrimal canaliculus or intubation of nasolacrimal duct
CCXX40;Closure of lacrimal canaliculus with plug
CDDE1A;Other special ultrasonography of the eye
CDFC00;Measurement of degree of exoftalmus
CDIB00;Eye melanoma isotope imaging
CDSB00;Removal of intraocular foreign body
CDSB10;Removal of intraocular foreign body using magnet
CDSB99;Other operation for intraocular foreign body
CDSC00;Enucleation of eye
CDSC10;Enucleation of eye with insertion of prosthesis
CDSC20;Enucleation of eye with use of graft
CDSC30;Evisceration of eye
CDSC40;Evisceration of eye with insertion of prosthesis
CDSC50;Evisceration of eye with use of graft
CDSW99;Other operation on eyeball
CEFA00;Strabismus examination
CEFA10;Cover test for strabismus
CEFA20;Prism measurement of strabismus angle
CESA00;Biopsy of extraocular muscle
CESB00;Myectomy of extraocular muscle
CESB10;Partial myotomy of extraocular muscle
CESB20;Total myotomy of extraocular muscle
CESB30;Tenotomy of extraocular muscle
CESC00;Recession of extraocular muscle
CESC10;Recession and resection of extraocular muscle
CESC20;Recession and advancement of extraocular muscle
CESC30;Resection of extraocular muscle
CESC40;Resection and advancement of extraocular muscle
CESC50;Advancement of extraocular muscle
CESC60;Transposition of extraocular muscle with adjustable suture
CESC70;Transposition of extraocular muscle for nystagmus
CESC80;Partial transposition of extraocular muscle
CESC85;Combined correction of cyclodeviation
CESC90;Total transposition of extraocular muscle
CESD00;Plication of extraocular muscle
CESE00;Fixating suture of extraocular muscle
CESE10;Fixation of extraocular muscle with anchoring suture
CESF00;Freeing of adhesions of extraocular muscle
CESF10;Suture of traumatic lesion of extraocular muscle or Tenon's capsule
CESW99;Other operation on extraocular muscle
CEXX00;Therapeutic injection into extraocular muscle
CFSA00;Incision of conjunctiva
CFSA10;Peritomy of conjunctiva
CFSA20;Biopsy of conjunctiva
CFSB00;Suture of conjunctiva
CFSB10;Removal of foreign body from conjunctiva
CFSC00;Excision of lesion of conjunctiva
CFSC10;Laser therapy of lesion of conjunctiva
CFSC15;Destruction of lesion of conjunctiva
CFSC16;Destruction of lesion of cornea
CFSC20;Cryotherapy of lesion of conjunctiva
CFSC26;Destruction of lesion of sclera
CFSC30;Excision of trachoma follicles
CFSD00;Repair of conjunctiva without graft
CFSD10;Repair of conjunctiva using graft
CFSW99;Other operation on conjunctiva
CFXX00;Subconjunctival therapeutic injection
CGDE00;Cornea ultrasonic examination
CGFA00;Cornea clinical examination
CGFB00;Keratometry
CGFB10;Cornea thickness measurement
CGSA00;Biopsy of cornea
CGSA10;Biopsy of sclera
CGSB00;Keratotomy
CGSB10;Sclerotomy
CGSC10;Removal of foreign body from cornea
CGSC20;Removal of foreign body from cornea using magnet
CGSC30;Removal of foreign body from sclera
CGSC40;Removal of foreign body from sclera using magnet
CGSD00;Keratotomy for error of refraction
CGSD10;Laser keratoplasty for error of refraction
CGSD15;Thermokeratoplasty
CGSD20;Keratomileusis
CGSD40;Implantation of intracorneal ring segments
CGSD99;Other operation for error of refraction
CGSE10;Keratectomy
CGSE15;Laser therapy of cornea
CGSE20;Thermocauterisation of lesion of cornea
CGSE25;Cryotherapy of cornea
CGSE30;Sclerectomy
CGSE35;Laser therapy of sclera
CGSE40;Thermocauterisation of lesion of sclera
CGSE45;Repair of cornea using limbal stem cell graft
CGSE50;Excision of pterygium
CGSE55;Excision of pterygium with transplanation of conjunctiva
CGSE99;Other operation for lesion of cornea or sclera
CGSF00;Closure of laceration of cornea using tissue glue
CGSF10;Suture of laceration of cornea
CGSF20;Suture of laceration of cornea with plastic repair of conjunctiva
CGSF25;Suture of laceration of cornea with resection of protruding uvea
CGSF30;Repair of cornea using graft of conjunctiva
CGSF35;Repair of cornea with graft
CGSF40;Closure of laceration of sclera using tissue glue
CGSF45;Suture of laceration of sclera
CGSF50;Suture of laceration of sclera with plastic repair of conjunctiva
CGSF55;Suture of laceration of sclera with resection of protruding uvea
CGSF99;Other operation on cornea and sclera for perforating injury
CGSG00;Tattooing of cornea
CGSG10;Correction of keratoconus using thermocautery
CGSG20;Epikeratophakia or keratophakia
CGSG30;Anterior lamellar transplantation of cornea
CGSG31;Posterior lamellar transplantation of cornea
CGSG35;Transplantation of endothelium of cornea
CGSG40;Full thickness transplantation of cornea using autograft
CGSG45;Full thickness transplantation of cornea using homograft
CGSG50;Implantation of keratoprosthesis
CGSG60;Reinforcement of sclera using graft
CGSG99;Other reconstructive operations on cornea and sclera
CGSW99;Other operation on cornea or sclera
CGXA00;Corneal rinsing
CGXX00;Protection of cornea and sclera with soft lens
CGXX10;Removal of sutures from cornea
CHFA00;Eye pressure measurement
CHFA10;Eye pressure longterm registration
CHFA12;Provocation of closed angle glaucoma
CHFK30;Eye external photography
CHFK32;Photoangiography of iris
CHSA10;Biopsy of iris
CHSA20;Biopsy of ciliary body
CHSB00;Laser synechiolysis
CHSB10;Puncture of anterior chamber of eye with irrigation
CHSB15;Puncture of anterior chamber of eye with replacement of aqueous
CHSB20;Goniopuncture
CHSB30;Goniotomy
CHSB40;Goniosynechiolysis
CHSB50;Trabeculotomy
CHSB60;Anterior synechiolysis
CHSB65;Posterior synechiolysis
CHSB99;Other operation on anterior chamber and anterior chamber angle
CHSC00;Iridotomy
CHSC05;Laser iridotomy
CHSC10;Peripheral iridectomy
CHSC20;Sector iridectomy
CHSC30;Central iridectomy
CHSD00;Laser trabeculoplasty
CHSD05;Selective lasertrabeculoplasty
CHSD10;Trabeculectomy
CHSD15;Trabeculectomy and iridectomy
CHSD20;Trephine of sclera
CHSD25;Trephine of sclera and iridectomy
CHSD28;Posterior sclerotomy
CHSD30;Laser trabeculectomy
CHSD40;Iridencleisis
CHSD50;Shunt operation on anterior chamber
CHSD60;Deep sclerectomy without implant
CHSD65;Deep sclerectomy with implant
CHSD99;Other filtering operation
CHSE00;Pupillotomy
CHSE05;Laser pupillotomy
CHSE10;Excision of lesion of iris
CHSE20;Laser therapy of lesion of iris
CHSE30;Suture of iris
CHSE35;Repair of defect of iris using prosthetic implant
CHSE99;Other operation for lesion of iris
CHSF00;Excision of lesion of ciliary body
CHSF05;Transscleral laser coagulation of ciliary body
CHSF10;Transpupillary laser coagulation of ciliary body
CHSF12;Endoscopic laser coagulation of ciliary body
CHSF15;Cryotherapy of ciliary body
CHSF20;Electrocoagulation of ciliary body
CHSF30;Cyclodialysis
CHSF99;Other operation on ciliary body
CHSW99;Other operation on anterior chamber, anterior chamber angle, iris or ciliary body
CHXA00;Pupillary dilatation
CHXB00;Gonioscopy
CHXX10;Needle aspiration of aqueous from anterior chamber
CHXX20;Needle biopsy of iris
CHXX30;Needle biopsy of ciliary body
CJSA00;Implantation of intraocular contact lens in anterior chamber
CJSA10;Implantation of intraocular contact lens in posterior chamber
CJSB00;Discission of secondary cataract
CJSB10;Laser discission of secondary cataract
CJSB20;Irrigation and polishing of secondary cataract
CJSB30;Excision of secondary cataract
CJSB40;Laser anterior capsulotomy
CJSB99;Other operation on lens for secondary cataract
CJSC00;Intracapsular cataract extraction
CJSC05;Intracapsular cataract extraction with iridectomy or iridotomy
CJSC10;Intracapsular cataract extraction with implantation of artificial lens in anterior chamber
CJSC15;Intracapsular cataract extraction with implantation of artificial lens in anterior chamber and iridectomy or iridotomy
CJSC20;Intracapsular cataract extraction with implantation of artificial lens in posterior chamber
CJSC25;Intracapsular cataract extraction with implantation of artificial lens in posterior chamber and iridectomy or iridotomy
CJSC40;Intracapsular cataract extraction with implantation of artificial lens with fixation to sclera in posterior chamber
CJSC99;Other intracapsular cataract operation
CJSD00;Extracapsular cataract extraction
CJSD05;Extracapsular cataract extraction with iridectomy or iridotomy
CJSD10;Extracapsular cataract extraction with implantation of artificial lens in anterior chamber
CJSD15;Extracapsular cataract extraction with implantation of artificial lens in anterior chamber and iridectomy or iridotomy
CJSD20;Extracapsular cataract extraction with implantation of artificial lens in posterior chamber
CJSD25;Extracapsular cataract extraction with implantation of artificial lens in posterior chamber and iridectomy or iridotomy
CJSD30;Pars plana lensectomy
CJSD40;Extracapsular cataract extraction with implantation of artificial lens with fixation to sclera in posterior chamber
